Generation	Inchi	Smiles	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G3	QRLRDIKJQJPYHK	C(C)(C1C(C(C(O1)O)O)N)=O	54.3023	C6H11NO4	161.068809	-2.1804	-0.383	5	3	92.78	1.3118
G3	PUGDXTCQJCWVLF	C(CC1C(C(C(O)O1)O)N)=O	49.7647	C6H11NO4	161.068809	-2.2664	-0.439	5	3	92.78	-1.211
G3	XRZIPPNVYYPJBM	C(C1C(C(C(CO1)O)O)O)=O	489.443	C6H10O5	162.052825	-2.4826	-0.15	5	3	86.99	-7.1812
G3	VWKFMAHZLVYIFW	C1(C(CO)OCC(C1O)O)=O	103.298	C6H10O5	162.052825	-2.1266	0.014	5	3	86.99	-2.7147
G3	NGIIKESDRNWDEO	C1(C(CO)(O)OCC(C1)O)=O	82.3658	C6H10O5	162.052825	-1.6854	-0.068	5	3	86.99	2.1456
G3	FCYSCENWZKWMAC	C1(C(COC(CO)(C1)O)O)=O	55.9901	C6H10O5	162.052825	-1.6854	-0.068	5	3	86.99	-1.67
G3	NWOQDCMXLIYZAJ	C1(C(C(CO)(O)OCC1)O)=O	55.1807	C6H10O5	162.052825	-1.6854	-0.068	5	3	86.99	0.64527
G3	NSKSJXGXKDNHAA	C1(COC(CO)(C(C1)O)O)=O	83.5094	C6H10O5	162.052825	-1.6854	-0.068	5	3	86.99	1.9931
G3	KJVNZJMLUCNZTA	C1(C(CN)OCC(C1O)O)=O	101.389	C6H11NO4	161.068809	-2.5244	-0.062	5	3	92.78	-2.2561
G3	HSBPLVKQMNPONH	C1(CC(C(C(CO)O1)O)N)=O	435.779	C6H11NO4	161.068809	-2.3822	-0.392	5	3	92.78	-0.56986
G3	GZBQWVPNZWUCIN	C1(CC(C(C(CO1)O)O)N)=O	50.6205	C6H11NO4	161.068809	-2.2903	-0.392	5	3	92.78	-3.385
G3	KYJXIFKUSIDFMN	C1(COC(C(C(C1)N)O)O)=O	65.4755	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	1.9319
G3	CBWBGYDXIWXIHP	C1C(C(C(C=1CO)=O)O)O	39.242	C6H8O4	144.04226	-1.4645	-0.123	4	3	77.76	0.89068
G3	JGHJHABNRFRNGH	C=C1C(C(C(C1O)O)O)=O	76.4255	C6H8O4	144.04226	-1.3116	-0.398	4	3	77.76	-3.7706
G3	KGLYOIKUJWTFEE	C1C(C(C(C=1C=O)O)O)O	49.2939	C6H8O4	144.04226	-1.8205	-0.287	4	3	77.76	-2.4295
G3	JCOCWZYTGFRYRY	C(C(C(CO)O)O)=CC(O)=O	14.0794	C6H10O5	162.052825	-1.704	-0.006	5	4	97.99	0.62537
G3	QDIZUWDLRQYUFX	C(N)=CC(C(C(CO)O)O)=O	71.4888	C6H11NO4	161.068809	-2.7994	-0.204	5	4	103.78	0.86895
G3	JOWRFZGAUMRLLM	C(C(C(CO)O)O)=C(C=O)N	66.4407	C6H11NO4	161.068809	-2.1312	-0.246	5	4	103.78	-2.2601
G3	BMSAFUWEDYKIMZ	C=C(C(C(C(CO)O)O)=O)N	99.5257	C6H11NO4	161.068809	-1.9785	-0.357	5	4	103.78	-5.0408
G3	WQQZDGCRNHAIIP	C(C(C(C(C=C)O)O)O)=O	64.9406	C6H10O4	146.05791	-1.5951	-0.514	4	3	77.76	-7.4725
G3	QLOMKXZUWLQDPB	C(C1(C=CC(C1O)O)O)=O	75.0121	C6H8O4	144.04226	-1.9627	-0.272	4	3	77.76	-2.3021
G3	WBVAMZVUYWNZNA	C(C(CO)O)(N)=CC(CO)=O	83.4453	C6H11NO4	161.068809	-1.9501	-0.082	5	4	103.78	1.4276
G3	LBSBMDCHWNPOCK	C(CO)(C(C(N)=CCO)O)=O	65.9028	C6H11NO4	161.068809	-1.9501	-0.082	5	4	103.78	2.0022
G3	ZXXNSNBRAZCSDV	C1(C(C(C(CO)O1)O)O)=CN	81.3375	C6H11NO4	161.068809	-2.6657	-0.565	5	4	95.94	-2.5793
G3	IBIYSWUPBCDVCF	C1C(OC(C=1N)C(CO)O)O	28.0492	C6H11NO4	161.068809	-2.1469	-0.326	5	4	95.94	0.24405
G3	QOGPRHLDIGCNJZ	C1(C(C(C(CO1)O)O)O)=CN	577.277	C6H11NO4	161.068809	-2.5738	-0.565	5	4	95.94	-4.7319
G3	UKPIKDBJJXZPFQ	C1C(O)OC(CO)C(C=1N)O	16.5587	C6H11NO4	161.068809	-2.0896	-0.326	5	4	95.94	0.33889
G3	LLHQRMCTSLVRPJ	C1C(CO)OC(C(C=1N)O)O	462.66	C6H11NO4	161.068809	-2.0896	-0.326	5	4	95.94	0.39659
G3	CIGCNJMOGPIAGY	C1C(O)OCC(C(C=1N)O)O	24.5567	C6H11NO4	161.068809	-1.9977	-0.326	5	4	95.94	-2.4974
G3	SKXYZGPPFCLEMM	C1C(COC(C(C=1N)O)O)O	66.4577	C6H11NO4	161.068809	-1.9977	-0.326	5	4	95.94	0.76478
G3	LZTJQXPIHHRUPJ	C1(C(C(C(C1CO)N)O)O)=O	64.0181	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	1.1743
G3	LPFGMYTXNWIXBM	C(C(C(C(C(C)O)=O)O)N)=O	98.0811	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-2.3335
G3	QIYNTKSKMKJKCP	C1(C(C(CO)O)OC(C1)N)=O	12.9616	C6H11NO4	161.068809	-2.0801	-0.275	5	3	92.78	-0.22167
G3	QVBCCSOHKJXNHG	C1(C(C(CO)N)OC(C1)O)=O	26.2311	C6H11NO4	161.068809	-2.0801	-0.275	5	3	92.78	-3.2405
G3	MUSLJLKIDRTDCI	C1(COC(CO)C(C1O)N)=O	104.137	C6H11NO4	161.068809	-2.5244	-0.062	5	3	92.78	1.4333
G3	CVPRTDFVCFRLDJ	C1(C(O)OC(CO)C(C1)N)=O	68.7992	C6H11NO4	161.068809	-2.0228	-0.275	5	3	92.78	0.32378
G3	OGKHSUNBLMUMGY	C1(C(C(CO)OC(C1)N)O)=O	7.11594	C6H11NO4	161.068809	-2.0228	-0.275	5	3	92.78	0.66128
G3	WCUFIHAEFDYKJY	C1(C(C(N)OC(CO)C1)O)=O	37.7847	C6H11NO4	161.068809	-2.0228	-0.275	5	3	92.78	-1.9432
G3	SEUHWTRNLYQXMM	C1(C(CO)OC(C(C1)N)O)=O	457.007	C6H11NO4	161.068809	-2.0228	-0.275	5	3	92.78	0.50392
G3	JTSOJZMDXVOUBA	C1(C(CN)OC(C(C1)O)O)=O	450.34	C6H11NO4	161.068809	-2.0228	-0.275	5	3	92.78	1.9583
G3	WDDHKMVCVCXSIU	C1(COCC(C(C1O)N)O)=O	112.333	C6H11NO4	161.068809	-2.4325	-0.062	5	3	92.78	0.11208
G3	HXEVZWPQVHBLLT	C1(C(O)OCC(C(C1)N)O)=O	63.6753	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	1.3118
G3	ZWISIUMLKAZODE	C1(C(C(COC(C1)N)O)O)=O	16.3893	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	-2.324
G3	YATDEFSTBFDJEM	C1(C(C(COC(C1)O)N)O)=O	36.9696	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	1.67
G3	SHHDBQUJQJMMJD	C1(C(C(N)OCC(C1)O)O)=O	47.6479	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	2.2578
G3	SLLOEJYEZNORLH	C1(C(C(O)OCC(C1)N)O)=O	53.4358	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	0.88767
G3	ZRUXLPQRZCZOMF	C1(C(COC(C(C1)N)O)O)=O	59.0166	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	0.72873
G3	FZIDPOKOYPEPIH	C1(C(C(C(O)OCC1)N)O)=O	730.342	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	1.0484
G3	NMFSZTWYHRIPNG	C(C1C(C(CC(O1)O)O)N)=O	42.9664	C6H11NO4	161.068809	-2.3788	-0.439	5	3	92.78	-1.1105
G3	ROHQSBZWNCEWCP	C12C(C(C(CC1O)(O)O2)O)O	88.4085	C6H10O5	162.052825	-2.065	-0.319	5	4	90.15	-2.8072
G3	ZNAUFJHITFLCAF	C1(C2C(C(C(C2O)O1)O)O)O	54.1052	C6H10O5	162.052825	-2.06	-0.232	5	4	90.15	-1.0388
G3	LWRLONYMTNKGJW	C(C1(C(CC(CO)O1)O)O)=O	74.1522	C6H10O5	162.052825	-2.1333	-0.232	5	3	86.99	-5.9209
G3	SRYDSSXHWQEQKB	C1(COC(C(CO)O)(C1)O)=O	46.9005	C6H10O5	162.052825	-1.7427	-0.068	5	3	86.99	1.7993
G3	QHHHDODRSCICNF	C(C1CC(C(CO)(O1)O)O)=O	76.7806	C6H10O5	162.052825	-2.1333	-0.232	5	3	86.99	-3.9416
G3	HFNUOKJDJCGUJM	C(CO)(C1CC(C(O1)O)O)=O	61.3259	C6H10O5	162.052825	-1.8572	-0.199	5	3	86.99	0.65292
G3	YFLFQGBASSFMRD	C1(COC(CCO)(C1O)O)=O	54.307	C6H10O5	162.052825	-1.573	-0.068	5	3	86.99	0.053057
G3	VTAFYLCIGMKPNS	C1(C(CCO)OC(C1O)O)=O	47.5079	C6H10O5	162.052825	-1.5126	-0.199	5	3	86.99	-0.83328
G3	WBWYHLPBUPBTFS	C(C(C1(C(CCO1)O)O)O)=O	71.345	C6H10O5	162.052825	-2.0987	-0.232	5	3	86.99	-1.8979
G3	NMRPPLQOBQIKCK	C(C(C1CC(C(O)O1)O)O)=O	71.4583	C6H10O5	162.052825	-2.0383	-0.363	5	3	86.99	-3.0518
G3	GWICSTRKKVFJBI	C(C(C1CC(C(O)O1)N)O)=O	50.8034	C6H11NO4	161.068809	-2.4361	-0.439	5	3	92.78	-3.1887
G3	QNCQYJVFLPRRNO	C1(C2(C(C(CC2O)O1)O)O)O	87.8784	C6H10O5	162.052825	-2.0313	-0.181	5	4	90.15	0.59979
G3	JMRQIXORMXHUAU	C1C2(C(C(C(CO)O2)O1)O)O	118.125	C6H10O5	162.052825	-2.1268	-0.099	5	3	79.15	-0.26168
G3	YFLUZLGALSXXRB	C1C2(C(C(C(CO1)O2)O)O)O	121.062	C6H10O5	162.052825	-2.0349	-0.099	5	3	79.15	-5.2528
G3	MRFVDSIWLHPFOX	C1C(C(C(O)O1)O)N	56.9878	C4H9NO3	119.058244	-1.9065	-0.083	4	3	75.71	0.4601
G3	YKVXGGOMIVDVPZ	C(C(C1C(CC(O)O1)N)O)=O	40.8066	C6H11NO4	161.068809	-2.4361	-0.439	5	3	92.78	-2.8805
G3	XRBJMPBHRHWXBF	C(C1(C(CC(CO1)O)O)O)=O	501.146	C6H10O5	162.052825	-2.0414	-0.232	5	3	86.99	-1.3008
G3	UWYSZJDSGJVXIX	C1(COC(CO)(CC1O)O)=O	69.3127	C6H10O5	162.052825	-1.6854	-0.068	5	3	86.99	-1.1995
G3	PETLSUCAXIXBRS	C(C1C(CC(C(O1)O)O)O)=O	456.116	C6H10O5	162.052825	-1.981	-0.363	5	3	86.99	-1.9515
G3	HCKSFUVFYRVDDY	C(C1CC(C(C(O1)O)O)O)=O	471.264	C6H10O5	162.052825	-1.981	-0.363	5	3	86.99	-2.868
G3	DTLOHBTXNIYNQB	C1(COC(C)(C(C1O)O)O)=O	413.747	C6H10O5	162.052825	-1.6108	-0.176	5	3	86.99	2.8959
G3	WGDVREBVOHPKLZ	C1(C(C)OC(C(C1O)O)O)=O	466.435	C6H10O5	162.052825	-1.5504	-0.307	5	3	86.99	1.5147
G3	HOGBWGYBPZHOKX	C(C1C(CC(C(O1)O)N)O)=O	437.231	C6H11NO4	161.068809	-2.3788	-0.439	5	3	92.78	-1.831
G3	YLWWLYACYNLGLT	CC1(C(C(C(CO1)O)O)O)O	948.193	C6H12O5	164.068475	-1.7545	-0.125	5	4	90.15	-3.2863
G3	CJJYSJZTQBZYCY	C1C2(C(C(C(CO2)O)O1)O)O	117.533	C6H10O5	162.052825	-2.0349	-0.099	5	3	79.15	0.22474
G3	NJSPVVCISFVTNQ	C1C2(C(C(C(CO2)O1)O)O)O	58521.2	C6H10O5	162.052825	-2.0349	-0.099	5	3	79.15	0.22481
G3	WABLGZVCKMJRPA	C(C1C(C(CC(O1)O)N)O)=O	49.4786	C6H11NO4	161.068809	-2.3788	-0.439	5	3	92.78	-1.2415
G3	QNRLEHLSLNTDHH	C1(COC(CC(C1O)O)O)=O	42.379	C6H10O5	162.052825	-1.5331	-0.199	5	3	86.99	1.6624
G3	GFQZRKXLZKAQSM	C1C(C(C(CC(O)O1)O)O)O	37.6444	C6H12O5	164.068475	-1.6768	-0.148	5	4	90.15	-3.0895
G3	RZJAHIBZZLVXJB	C1CC(C(C(C(O)O1)O)O)O	42.7845	C6H12O5	164.068475	-1.6768	-0.148	5	4	90.15	-0.027982
G3	QNCJVABCUQWVEA	C1(C(C(C(CC1N)O)O)O)=O	485.093	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	-2.5276
G3	IVFIKRYAKGDUCF	C1(C(C(C(C1)O)(CN)O)O)=O	86.0697	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	1.7558
G3	RWTXOXXIKYSSBT	C1(C(CC(CO)(C1N)O)O)=O	101.419	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	-4.0685
G3	XOHJPJMWGWTVTN	C1(C(C(C(CN)(C1)O)O)O)=O	86.2959	C6H11NO4	161.068809	-2.5812	-0.013	5	4	103.78	1.5948
G3	HNNHXMONWFMOCV	C1(C(C(C(C)(C1N)O)O)O)=O	467.392	C6H11NO4	161.068809	-2.5066	-0.121	5	4	103.78	-3.1955
G3	WWIBEYKNDORSPC	C1(C(C(CC(C1N)O)O)O)=O	123.133	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	-0.77617
G3	BJSQKFGBCNITIV	C1(C(C(C(C1CO)O)O)N)=O	71.6306	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	-1.2779
G3	WAKARUXQIXQJOH	C1(C(C(C(C(C1)O)O)O)N)=O	461.717	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	-0.17
G3	FSUGCKMUTGKWIE	C1(C(C(C(C(C1)N)O)O)O)=O	568.954	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	1.5716
G3	CLCXFWFNEQXJJE	C1(C(C(C(C(C1)O)O)N)O)=O	525.073	C6H11NO4	161.068809	-2.4626	-0.282	5	4	103.78	2.0641
G3	LDPWTVIHCCDZGC	C(C1C(C(C(C1O)O)N)O)=O	74.6186	C6H11NO4	161.068809	-2.9659	-0.228	5	4	103.78	-1.9614
G3	XVMNUQMYEWNJFV	C1(C(C(C(C1CO)O)N)O)=O	83.3604	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	0.79061
G3	OUBOXMCKEXJYDL	C1(C(C(C(C1CN)O)O)O)=O	65.1444	C6H11NO4	161.068809	-2.6099	-0.064	5	4	103.78	0.4905
G3	GMVRUGGDQSSAAL	C(C1C(C(C(C1N)O)O)O)=O	62.8871	C6H11NO4	161.068809	-2.9659	-0.228	5	4	103.78	-1.9255
G3	YJJIGISOUUDFAW	C(CO)(C(C(CO)(CN)O)O)=O	101.7	C6H13NO5	179.079374	-3.5535	0.688	6	5	124.01	1.5371
G3	RKOMMPNHRBOXSS	C(CO)(C(C(CO)(CO)O)N)=O	123.036	C6H13NO5	179.079374	-3.5535	0.688	6	5	124.01	-2.7159
G3	CRISNEGXHCJDRX	C(CN)(C(C(CO)(CO)O)O)=O	117.264	C6H13NO5	179.079374	-3.5535	0.688	6	5	124.01	-1.0189
G3	NSKJHRGIUMZEHF	C(CO)(C(C(CN)O)O)=O	89.1955	C5H11NO4	149.068809	-3.0074	0.29	5	4	103.78	1.1992
G3	ZSXYDPAMQLXZSJ	C(C(C(CO)(CO)O)N)=O	669.561	C5H11NO4	149.068809	-3.1672	0.395	5	4	103.78	-4.215
G3	RNZJRDIKDNXKIJ	C(C(C(C(CO)O)O)N)=O	87.6589	C5H11NO4	149.068809	-3.1885	0.126	5	4	103.78	-2.0669
G3	SIQKLYFCQUAREL	C(CO)(C(C(CO)(CN)O)N)=O	136.039	C6H14N2O4	178.095358	-3.9513	0.612	6	5	129.8	-1.3675
G3	AGNNHWCBEUMHDN	C(CN)(C(C(CO)(CN)O)O)=O	120.405	C6H14N2O4	178.095358	-3.9513	0.612	6	5	129.8	0.43113
G3	QZRMXSVZXCRGAO	C(CO)(C(C(C(C)=O)O)N)=O	98.335	C6H11NO4	161.068809	-2.6793	-0.139	5	3	100.62	-0.23919
G3	MSKONFCVYLNJPN	C(C(C)(C(C(CO)=O)N)O)=O	100.582	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	-7.6463
G3	FHYSZSPWXQFGGH	C(C(C)(C(C(CN)=O)O)O)=O	102.815	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	-1.2608
G3	OMPVMQXVAIVXEY	C(C(CC(CO)(CN)O)=O)=O	66.7208	C6H11NO4	161.068809	-2.744	0.074	5	3	100.62	-6.0464
G3	QWVSJAOISGILAV	C(C(C(C(CO)=O)N)O)=O	102.83	C5H9NO4	147.053159	-3.2197	0.075	5	3	100.62	-3.1158
G3	YRBZBJHRIGQRSX	C(C(C(C(CN)=O)O)O)=O	91.0735	C5H9NO4	147.053159	-3.2197	0.075	5	3	100.62	-2.0469
G3	MTPLMYSUTMBRKU	C(CO)(C(CO)N)=O	73.0937	C4H9NO3	119.058244	-2.44	0.161	4	3	83.55	-4.7512
G3	KNOUFBKOXYAYMR	C(C(C(C(C(CO)=O)N)O)O)=O	106.908	C6H11NO5	177.063724	-3.7871	0.204	6	4	120.85	-2.9422
G3	MUKWJBJGFIVKQV	C(C(C(C(C(CN)=O)O)O)O)=O	108.239	C6H11NO5	177.063724	-3.7871	0.204	6	4	120.85	-1.7502
G3	TXOGIXKACKDTHB	C(CO)(C(C(CO)(C)O)N)=O	98.3932	C6H13NO4	163.084459	-2.6268	0.181	5	4	103.78	-7.4306
G3	BLKWVMZNQNLKQR	C(CN)(C(C(CO)(C)O)O)=O	93.9919	C6H13NO4	163.084459	-2.6268	0.181	5	4	103.78	-1.2
G3	WQWXZYUDASUZDR	C(CO)(CC(CO)(CN)O)=O	62.4916	C6H13NO4	163.084459	-2.5317	0.289	5	4	103.78	-1.9586
G3	VFWDSQGCHJHDQE	C(C)(C(C(CO)(CN)O)O)=O	87.4467	C6H13NO4	163.084459	-2.6268	0.181	5	4	103.78	0.86472
G3	CXFDMCGOFSDJFK	C(CO)(C(C(C)O)N)=O	72.8433	C5H11NO3	133.073894	-2.0807	-0.217	4	3	83.55	-6.0617
G3	PPFTYFJBDQDNLS	C(CN)(C(C(C)O)O)=O	83.0668	C5H11NO3	133.073894	-2.0807	-0.217	4	3	83.55	-0.068344
G3	BCDIGRSIKYETOL	C(CC(CO)(CN)O)=O	37.6731	C5H11NO3	133.073894	-2.1454	-0.004	4	3	83.55	-5.6031
G3	UBYNXIGHTJSTMH	C(CO)(C(C(CN)O)N)=O	94.2239	C5H12N2O3	148.084793	-3.4052	0.214	5	4	109.57	-0.96382
G3	VZZJVRSIHGEVPT	C(CN)(C(C(CN)O)O)=O	93.6901	C5H12N2O3	148.084793	-3.4052	0.214	5	4	109.57	0.20324
G3	ASMJPAWXLLYEGB	C(C(C(CN)(CO)O)N)=O	100.398	C5H12N2O3	148.084793	-3.565	0.319	5	4	109.57	-2.8552
G3	DCWPTWSYZMWKIL	C(C(C(CO)=O)C(CN)O)=O	17.317	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-1.5547
G3	VMCCARNNUOIRPT	C(CC(C(C(CN)O)O)=O)=O	40.6187	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-1.6032
G3	VNBYXOQOCGWZFJ	C(C(C(CC(CO)=O)O)N)=O	67.707	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-3.0716
G3	WKIWQZKYQRMNFP	C(CC(CO)(C(C=O)N)O)=O	83.6549	C6H11NO4	161.068809	-2.9251	-0.09	5	3	100.62	-5.3134
G3	ZMEILYOCLSHQDN	C(C(C(CC(CN)O)=O)O)=O	41.8047	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-0.84811
G3	URYGCMBOMHUVKQ	C(C(C(C(C(C)=O)O)O)N)=O	89.0235	C6H11NO4	161.068809	-2.8604	-0.303	5	3	100.62	-0.72993
G3	RFTGWPCIEOLYOI	C(C(C(C)(C(C=O)O)O)N)=O	91.0639	C6H11NO4	161.068809	-3.0202	-0.198	5	3	100.62	-2.3326
G3	AJMCRODHPLSBIB	C(C(C(C=O)O)N)(C(CO)O)=O	115.509	C6H11NO5	177.063724	-3.7871	0.204	6	4	120.85	-3.5892
G3	RYMHXKSOFRDMFW	C(C(CO)O)(CC(CN)O)=O	56.8939	C6H13NO4	163.084459	-2.553	0.02	5	4	103.78	1.4052
G3	PVZYWQDSXQSODU	C(C(C(C)(C(CO)O)O)N)=O	100.925	C6H13NO4	163.084459	-2.8079	0.017	5	4	103.78	-2.4434
G3	YHKGTFSEJPIKDQ	C(C(CO)O)(C(CO)N)=O	89.9935	C5H11NO4	149.068809	-3.0074	0.29	5	4	103.78	-5.1851
G3	KAYFMIAIBMIIQD	C(C(C(CO)C(CN)O)=O)=O	25.9606	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-2.2367
G3	ODILWJGXAOWKPR	C(C(CCO)(C(C=O)N)O)=O	95.5203	C6H11NO4	161.068809	-2.9251	-0.09	5	3	100.62	-5.0759
G3	PYOXBEQQVCJAJJ	C(C(C(CN)O)O)(CCO)=O	54.1388	C6H13NO4	163.084459	-2.553	0.02	5	4	103.78	-1.3023
G3	LTEAIUVIGMVYOD	C(CO)(C(CO)C(CN)O)=O	28.7427	C6H13NO4	163.084459	-2.694	0.238	5	4	103.78	0.82247
G3	DNSFELWSFUFGJN	C(C(C(CO)(CCO)O)N)=O	80.2135	C6H13NO4	163.084459	-2.7128	0.125	5	4	103.78	-7.1234
G3	MZSCOGUTKINKMW	C(C(C(C(C=O)O)O)N)=O	86.2651	C5H9NO4	147.053159	-3.4008	-0.089	5	3	100.62	-1.9614
G3	KPNBAUVGDQYIAI	C(CO)(CC(CN)O)=O	34.5232	C5H11NO3	133.073894	-1.9856	-0.109	4	3	83.55	-1.7455
G3	PYGHGNLPRNLEKD	C(C)(C(C(CN)O)O)=O	53.3286	C5H11NO3	133.073894	-2.0807	-0.217	4	3	83.55	0.62768
G3	VGUKCKIIKZXRND	C(C(C(C)(CO)O)N)=O	78.5445	C5H11NO3	133.073894	-2.2405	-0.112	4	3	83.55	-6.9315
G3	RWMSZEVIXBQAJL	C(C(C(CN)O)C(C=O)O)=O	37.2965	C6H11NO4	161.068809	-3.0874	-0.141	5	3	100.62	-2.8904
G3	YBOLBHFYGABWMJ	C(CC(C(C(C=O)N)O)O)=O	83.1548	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-1.3806
G3	AHGCTZMUBPZLOK	C(C(C(CC(C=O)O)O)N)=O	66.2086	C6H11NO4	161.068809	-2.9464	-0.359	5	3	100.62	-2.584
G3	GWNGZIRHTYFSTF	C(C(C(C(C(C=O)O)O)O)N)=O	126.521	C6H11NO5	177.063724	-3.9682	0.04	6	4	120.85	-1.9255
G3	LBTUWKWHCNBHBP	C(CC(CN)(C(CO)O)O)=O	62.4369	C6H13NO4	163.084459	-2.7128	0.125	5	4	103.78	-2.0457
G3	VHAPTBUJKSFOAY	C(C(CO)O)(C(C(C)O)N)=O	99.2379	C6H13NO4	163.084459	-2.6481	-0.088	5	4	103.78	-6.4295
G3	MYNDUSHUEWHKOA	C(CC(C(C(CO)N)O)O)=O	63.6893	C6H13NO4	163.084459	-2.7341	-0.144	5	4	103.78	-4.6832
G3	ZEUGDKYVUVLZTO	C(C(C(CN)O)O)(C(CO)O)=O	113.705	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	0.26715
G3	BSZQLDXZWYISLD	C(C(C(CO)(C(CO)O)O)N)=O	121.059	C6H13NO5	179.079374	-3.7346	0.524	6	5	124.01	-2.6367
G3	QSBOQJCOHPCHRB	C(C(C(CN)O)N)=O	72.1422	C4H10N2O2	118.074228	-3.0189	-0.079	4	3	89.34	-2.2797
G3	LTJICWLEGLOXNN	C(C(C(CN)(C(CO)O)O)N)=O	121.53	C6H14N2O4	178.095358	-4.1324	0.448	6	5	129.8	-2.6896
G3	OHFDQMUPUZOXSD	C(C(CO)O)(C(C(CN)O)N)=O	113.691	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	-1.4373
G3	YNGPNKGOVIJJPV	C(C(C(C(C(CO)N)O)O)N)=O	123.454	C6H14N2O4	178.095358	-4.1537	0.179	6	5	129.8	-5.3553
G3	CMOZXEKFRDIDCA	C(C(C(CO)(CN)O)O)=O	83.2039	C5H11NO4	149.068809	-3.1672	0.395	5	4	103.78	-2.6205
G3	HPQGIDPCWDOJIW	C(CO)(C(C(CO)O)N)=O	104.803	C5H11NO4	149.068809	-3.0074	0.29	5	4	103.78	-0.90713
G3	ZGPHAZHLWWSPMV	C(CN)(C(C(CO)O)O)=O	87.2399	C5H11NO4	149.068809	-3.0074	0.29	5	4	103.78	0.077742
G3	JIDVIMQFVJVPPX	C(C(C(CN)O)O)=O	51.3108	C4H9NO3	119.058244	-2.6211	-0.003	4	3	83.55	-3.0054
G3	UQNPMNUVBRVOCQ	C(C(C(CO)O)N)=O	68.2186	C4H9NO3	119.058244	-2.6211	-0.003	4	3	83.55	-2.318
G3	NVKBOABANWTAIG	C(C(C(CN)(C(CO)O)O)O)=O	106.83	C6H13NO5	179.079374	-3.7346	0.524	6	5	124.01	-2.5821
G3	GPXGXDDVGOODPV	C(C(CO)O)(C(C(CO)O)N)=O	117.973	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	-1.3517
G3	KLXQAXYSOJNJRI	C(C(C(C(C(CO)N)O)O)O)=O	106.24	C6H13NO5	179.079374	-3.7559	0.255	6	5	124.01	-5.2967
G3	VWMZPSIXZZOLEX	C(C(CN)(CC(CO)O)O)(O)=O	58.173	C6H13NO5	179.079374	-4.5769	0.358	6	5	124.01	-4.0556
G3	NURUGJDKWVROKF	C(C(C(CC(CO)O)N)O)(O)=O	67.1458	C6H13NO5	179.079374	-4.5982	0.089	6	5	124.01	-2.5786
G3	ZSWHVEXTYQLDDU	C(C(CC(C(CO)O)N)O)(O)=O	57.115	C6H13NO5	179.079374	-4.5982	0.089	6	5	124.01	-1.3369
G3	VCTFELFZCHJRFO	C(C(C(C(C(CO)O)O)N)=O)=O	119.096	C6H11NO5	177.063724	-3.7871	0.204	6	4	120.85	-3.6739
G3	HVTGQMWTDDUILK	C(CO)(C(CN)O)=O	58.5779	C4H9NO3	119.058244	-2.44	0.161	4	3	83.55	1.1617
G3	GUZLEIWFORGFKN	C(CO)(C(CN)N)=O	71.2534	C4H10N2O2	118.074228	-2.8378	0.085	4	3	89.34	-1.7832
G3	OSPBCQWDZALLTM	C(C(C(CO)N)O)(C(CO)O)=O	109.366	C6H13NO5	179.079374	-3.5748	0.419	6	5	124.01	-2.5061
G3	YIPSAPWDRIALMF	C(C(C(CN)N)O)(C(CO)O)=O	118.356	C6H14N2O4	178.095358	-3.9726	0.343	6	5	129.8	0.71272
G3	RFTHSMAPWRIBGB	C(CC(C(C(CO)=O)O)N)=O	75.1575	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-0.25821
