Index	Reagents	Products	Rule	Energy Change
7085_0	['C(CO)(CO)=O', 'C(C(O)=O)(CC)=O']	['C(C(C(C)C(CO)(CO)O)=O)(O)=O']	Aldol Condensation	4.32
7087_0	['C(CO)(CO)=O', 'C(C)(C(C)O)=O']	['C(CO)(C(C(C)(C(C)O)O)O)=O']	Aldol Condensation	-5.53
7087_1	['C(CO)(CO)=O', 'C(C)(C(C)O)=O']	['C(CO)(C(C(C)(C(C)O)O)O)=O']	Knoevenagel H	-5.53
7089_0	['C(CO)(CO)=O', 'C(C)(C(C)O)=O']	['C(C(C)O)(CC(CO)(CO)O)=O']	Aldol Condensation	-1.14
7091_0	['C(CO)(CO)=O', 'C(CO)(CC)=O']	['C(CO)(C(C(CO)(CC)O)O)=O']	Aldol Condensation	-5.53
7091_1	['C(CO)(CO)=O', 'C(CO)(CC)=O']	['C(CO)(C(C(CO)(CC)O)O)=O']	Knoevenagel H	-5.53
7093_0	['C(CO)(CO)=O', 'C(CO)(CC)=O']	['C(C(C(CO)(CO)O)O)(CC)=O']	Aldol Condensation	-5.53
7093_1	['C(CO)(CO)=O', 'C(CO)(CC)=O']	['C(C(C(CO)(CO)O)O)(CC)=O']	Knoevenagel H	-5.53
7095_0	['C(CO)(CO)=O', 'C(CO)(CC)=O']	['C(CO)(C(C)C(CO)(CO)O)=O']	Aldol Condensation	1.2
7097_0	['C(CO)(CO)=O', 'C(C)=C(C=O)CO']	['C(CO)(C(C(C(CO)=CC)O)O)=O']	Aldol Condensation	-10.17
7097_1	['C(CO)(CO)=O', 'C(C)=C(C=O)CO']	['C(CO)(C(C(C(CO)=CC)O)O)=O']	Knoevenagel H	-10.17
7099_0	['C(CO)(CO)=O', 'C=C(C=O)C(C)O']	['C(C(C(C(C(C)O)=C)O)O)(CO)=O']	Aldol Condensation	-10.17
7099_1	['C(CO)(CO)=O', 'C=C(C=O)C(C)O']	['C(C(C(C(C(C)O)=C)O)O)(CO)=O']	Knoevenagel H	-10.17
7101_0	['C(CO)(CO)=O', 'C=CC=O']	['C(CO)(C(C(C=C)O)O)=O']	Aldol Condensation	-10.17
7101_1	['C(CO)(CO)=O', 'C=CC=O']	['C(CO)(C(C(C=C)O)O)=O']	Knoevenagel H	-10.17
7103_0	['C(CO)(CO)=O', 'C=CC(C(O)=O)=O']	['C(C(C=C)(C(C(CO)=O)O)O)(O)=O']	Aldol Condensation	-5.53
7103_1	['C(CO)(CO)=O', 'C=CC(C(O)=O)=O']	['C(C(C=C)(C(C(CO)=O)O)O)(O)=O']	Knoevenagel H	-5.53
7105_0	['C(CO)(CO)=O', 'C(C(CC)O)=O']	['C(CO)(C(C(C(CC)O)O)O)=O']	Aldol Condensation	-10.17
7105_1	['C(CO)(CO)=O', 'C(C(CC)O)=O']	['C(CO)(C(C(C(CC)O)O)O)=O']	Knoevenagel H	-10.17
7107_0	['C(CO)(CO)=O', 'C(CCCO)=O']	['C(CO)(C(C(CCCO)O)O)=O']	Aldol Condensation	-10.17
7107_1	['C(CO)(CO)=O', 'C(CCCO)=O']	['C(CO)(C(C(CCCO)O)O)=O']	Knoevenagel H	-10.17
7109_0	['C(CO)(CO)=O', 'C(CCCO)=O']	['C(C(CCO)C(CO)(CO)O)=O']	Aldol Condensation	1.2
7111_0	['C(CO)(CO)=O', 'C1(C(OCC1)=O)=O']	['C1(C(CCO1)(C(C(CO)=O)O)O)=O']	Aldol Condensation	8.41
7111_1	['C(CO)(CO)=O', 'C1(C(OCC1)=O)=O']	['C1(C(CCO1)(C(C(CO)=O)O)O)=O']	Knoevenagel H	8.41
7113_0	['C(CO)(CO)=O', 'C1(C(OCC1)=O)=O']	['C1(C(C(CO1)C(CO)(CO)O)=O)=O']	Aldol Condensation	-5.38
7113_1	['C(CO)(CO)=O', 'C1(C(OCC1)=O)=O']	['C1(C(C(CO1)C(CO)(CO)O)=O)=O']	Knoevenagel C	-5.38
7115_0	['C(CO)(CO)=O', 'C(CC(C)CO)=O']	['C(CO)(C(C(CC(CO)C)O)O)=O']	Aldol Condensation	-10.17
7115_1	['C(CO)(CO)=O', 'C(CC(C)CO)=O']	['C(CO)(C(C(CC(CO)C)O)O)=O']	Knoevenagel H	-10.17
7117_0	['C(CO)(CO)=O', 'C(CC(C)CO)=O']	['C(C(C(C)CO)C(CO)(CO)O)=O']	Aldol Condensation	1.2
7118_0	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	Aldol Condensation	-21.18
7118_1	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	Knoevenagel H	-21.18
7120_0	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(C(O)=O)=O)O)O)=O']	Aldol Condensation	-16.53
7120_1	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(C(O)=O)=O)O)O)=O']	Knoevenagel H	-16.53
7122_0	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(CC(C=O)=O)O)(O)=O']	Aldol Condensation	-12.14
7123_0	['C(C(CO)=O)(O)=O', 'C(C(C=O)=O)=O']	['C(C(C(C(C(C=O)=O)O)O)=O)(O)=O']	Aldol Condensation	-22.82
7123_1	['C(C(CO)=O)(O)=O', 'C(C(C=O)=O)=O']	['C(C(C(C(C(C=O)=O)O)O)=O)(O)=O']	Knoevenagel H	-22.82
7125_0	['C(C(CO)=O)(O)=O', 'C(C(C=O)=O)=O']	['C(C(C=O)(C(C(C(O)=O)=O)O)O)=O']	Aldol Condensation	-18.18
7125_1	['C(C(CO)=O)(O)=O', 'C(C(C=O)=O)=O']	['C(C(C=O)(C(C(C(O)=O)=O)O)O)=O']	Knoevenagel H	-18.18
7126_0	['C(C(CO)=O)(O)=O', 'C(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Aldol Condensation	-22.82
7126_1	['C(C(CO)=O)(O)=O', 'C(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)=O)(O)=O']	Knoevenagel H	-22.82
7128_0	['C(C(CO)=O)(O)=O', 'C(CO)=O']	['C(C(C(C(CO)O)O)=O)(O)=O']	Aldol Condensation	-25.84
7128_1	['C(C(CO)=O)(O)=O', 'C(CO)=O']	['C(C(C(C(CO)O)O)=O)(O)=O']	Knoevenagel H	-25.84
7129_0	['C(C(CO)=O)(O)=O', 'C(CO)=O']	['C(C(CO)(C(C=O)O)O)(O)=O']	Aldol Condensation	-21.2
7129_1	['C(C(CO)=O)(O)=O', 'C(CO)=O']	['C(C(CO)(C(C=O)O)O)(O)=O']	Knoevenagel H	-21.2
7131_0	['C(C(CO)=O)(O)=O', 'C(C(C)O)=O']	['C(C(C(C(C(C)O)O)O)=O)(O)=O']	Aldol Condensation	-22.82
7131_1	['C(C(CO)=O)(O)=O', 'C(C(C)O)=O']	['C(C(C(C(C(C)O)O)O)=O)(O)=O']	Knoevenagel H	-22.82
7133_0	['C(C(CO)=O)(O)=O', 'C(C(O)=O)=O']	['C(C(C(C(C(O)=O)=O)O)O)(O)=O']	Aldol Condensation	-26.57
7133_1	['C(C(CO)=O)(O)=O', 'C(C(O)=O)=O']	['C(C(C(C(C(O)=O)=O)O)O)(O)=O']	Knoevenagel H	-26.57
7135_0	['C(C(CO)=O)(O)=O', 'C(C)(CCO)=O']	['C(C(C(C(C)(CCO)O)O)=O)(O)=O']	Aldol Condensation	-18.18
7135_1	['C(C(CO)=O)(O)=O', 'C(C)(CCO)=O']	['C(C(C(C(C)(CCO)O)O)=O)(O)=O']	Knoevenagel H	-18.18
7137_0	['C(C(CO)=O)(O)=O', 'C(C)(CCO)=O']	['C(C(CO)(C(C(C)=O)CO)O)(O)=O']	Aldol Condensation	-11.45
7137_1	['C(C(CO)=O)(O)=O', 'C(C)(CCO)=O']	['C(C(CO)(C(C(C)=O)CO)O)(O)=O']	Knoevenagel C	-11.45
7139_0	['C(C(CO)=O)(O)=O', 'C(C)(CCO)=O']	['C(C(CO)(CC(CCO)=O)O)(O)=O']	Aldol Condensation	-13.79
7141_0	['C(C(CO)=O)(O)=O', 'C(C)(CO)=O']	['C(C(C(C(CO)(C)O)O)=O)(O)=O']	Aldol Condensation	-18.18
7141_1	['C(C(CO)=O)(O)=O', 'C(C)(CO)=O']	['C(C(C(C(CO)(C)O)O)=O)(O)=O']	Knoevenagel H	-18.18
7143_0	['C(C(CO)=O)(O)=O', 'C(C)(CO)=O']	['C(C(CO)(CC(CO)=O)O)(O)=O']	Aldol Condensation	-13.79
7145_0	['C(C(CO)=O)(O)=O', 'C(C)(CO)=O']	['C(C(CO)(C(C(C)=O)O)O)(O)=O']	Aldol Condensation	-18.18
7145_1	['C(C(CO)=O)(O)=O', 'C(C)(CO)=O']	['C(C(CO)(C(C(C)=O)O)O)(O)=O']	Knoevenagel H	-18.18
7147_0	['C(C(CO)=O)(O)=O', 'C(C)(C(C)O)=O']	['C(C(C(C(C)(C(C)O)O)O)=O)(O)=O']	Aldol Condensation	-18.18
7147_1	['C(C(CO)=O)(O)=O', 'C(C)(C(C)O)=O']	['C(C(C(C(C)(C(C)O)O)O)=O)(O)=O']	Knoevenagel H	-18.18
7149_0	['C(C(CO)=O)(O)=O', 'C(C)(C(C)O)=O']	['C(C(CO)(CC(C(C)O)=O)O)(O)=O']	Aldol Condensation	-13.79
7151_0	['C(C(CO)=O)(O)=O', 'C(CO)(CC)=O']	['C(C(C(C(CO)(CC)O)O)=O)(O)=O']	Aldol Condensation	-18.18
7151_1	['C(C(CO)=O)(O)=O', 'C(CO)(CC)=O']	['C(C(C(C(CO)(CC)O)O)=O)(O)=O']	Knoevenagel H	-18.18
7153_0	['C(C(CO)=O)(O)=O', 'C(CO)(CC)=O']	['C(C(CO)(C(C(CC)=O)O)O)(O)=O']	Aldol Condensation	-18.18
7153_1	['C(C(CO)=O)(O)=O', 'C(CO)(CC)=O']	['C(C(CO)(C(C(CC)=O)O)O)(O)=O']	Knoevenagel H	-18.18
7155_0	['C(C(CO)=O)(O)=O', 'C(CO)(CC)=O']	['C(C(CO)(C(C(CO)=O)C)O)(O)=O']	Aldol Condensation	-11.45
7157_0	['C(C(CO)=O)(O)=O', 'C=CC=O']	['C=CC(C(C(C(O)=O)=O)O)O']	Aldol Condensation	-22.82
7157_1	['C(C(CO)=O)(O)=O', 'C=CC=O']	['C=CC(C(C(C(O)=O)=O)O)O']	Knoevenagel H	-22.82
7159_0	['C(C(CO)=O)(O)=O', 'C(C(CC)O)=O']	['C(C(C(C(C(CC)O)O)O)=O)(O)=O']	Aldol Condensation	-22.82
7159_1	['C(C(CO)=O)(O)=O', 'C(C(CC)O)=O']	['C(C(C(C(C(CC)O)O)O)=O)(O)=O']	Knoevenagel H	-22.82
7161_0	['C(C(CO)=O)(O)=O', 'C(CCCO)=O']	['C(C(C(C(CCCO)O)O)=O)(O)=O']	Aldol Condensation	-22.82
7161_1	['C(C(CO)=O)(O)=O', 'C(CCCO)=O']	['C(C(C(C(CCCO)O)O)=O)(O)=O']	Knoevenagel H	-22.82
7163_0	['C(C(CO)=O)(O)=O', 'C(CCCO)=O']	['C(C(CCO)C(C(O)=O)(CO)O)=O']	Aldol Condensation	-11.45
7165_0	['C(C(C=O)(C)O)(O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(CC(C=O)=O)O)O)(O)=O']	Aldol Condensation	-4.31
7166_0	['C(C(C=O)(C)O)(O)=O', 'C(CO)=O']	['C(C(C)(C(C(C=O)O)O)O)(O)=O']	Aldol Condensation	-13.37
7166_1	['C(C(C=O)(C)O)(O)=O', 'C(CO)=O']	['C(C(C)(C(C(C=O)O)O)O)(O)=O']	Knoevenagel H	-13.37
7168_0	['C(C(C=O)(C)O)(O)=O', 'C(C)(CO)=O']	['C(C(C)(C(CC(CO)=O)O)O)(O)=O']	Aldol Condensation	-5.96
7170_0	['C(C(C=O)(C)O)(O)=O', 'C(C)(CO)=O']	['C(C(C)(C(C(C(C)=O)O)O)O)(O)=O']	Aldol Condensation	-10.35
7170_1	['C(C(C=O)(C)O)(O)=O', 'C(C)(CO)=O']	['C(C(C)(C(C(C(C)=O)O)O)O)(O)=O']	Knoevenagel H	-10.35
7172_0	['C(C(C=O)O)(O)=O', 'C(C(C)=O)=O']	['C(C(C(CC(C=O)=O)O)O)(O)=O']	Aldol Condensation	-16.36
7173_0	['C(C(C=O)O)(O)=O', 'C(CO)=O']	['C(C(C(C(C=O)O)O)O)(O)=O']	Aldol Condensation	-25.42
7173_1	['C(C(C=O)O)(O)=O', 'C(CO)=O']	['C(C(C(C(C=O)O)O)O)(O)=O']	Knoevenagel H	-25.42
7175_0	['C(C(C=O)O)(O)=O', 'C(C)(CCO)=O']	['C(C(C(C(C(C)=O)CO)O)O)(O)=O']	Aldol Condensation	-15.67
7175_1	['C(C(C=O)O)(O)=O', 'C(C)(CCO)=O']	['C(C(C(C(C(C)=O)CO)O)O)(O)=O']	Knoevenagel C	-15.67
7177_0	['C(C(C=O)O)(O)=O', 'C(C)(CCO)=O']	['C(CCO)(CC(C(C(O)=O)O)O)=O']	Aldol Condensation	-18.0
7179_0	['C(C(C=O)O)(O)=O', 'C(C)(CO)=O']	['C(C(C(CC(CO)=O)O)O)(O)=O']	Aldol Condensation	-18.0
7181_0	['C(C(C=O)O)(O)=O', 'C(C)(CO)=O']	['C(C(C(C(C(C)=O)O)O)O)(O)=O']	Aldol Condensation	-22.39
7181_1	['C(C(C=O)O)(O)=O', 'C(C)(CO)=O']	['C(C(C(C(C(C)=O)O)O)O)(O)=O']	Knoevenagel H	-22.39
7183_0	['C(C(C=O)O)(O)=O', 'C(C)(C(C)O)=O']	['C(C(C)O)(CC(C(C(O)=O)O)O)=O']	Aldol Condensation	-18.0
7185_0	['C(C(C=O)O)(O)=O', 'C(CO)(CC)=O']	['C(C(C(C(C(O)=O)O)O)O)(CC)=O']	Aldol Condensation	-22.39
7185_1	['C(C(C=O)O)(O)=O', 'C(CO)(CC)=O']	['C(C(C(C(C(O)=O)O)O)O)(CC)=O']	Knoevenagel H	-22.39
7187_0	['C(C(C=O)O)(O)=O', 'C(CO)(CC)=O']	['C(C(C(C(C(CO)=O)C)O)O)(O)=O']	Aldol Condensation	-15.67
7189_0	['C(C(C=O)O)(O)=O', 'C(CCCO)=O']	['C(C(C(C(C(O)=O)O)O)CCO)=O']	Aldol Condensation	-15.67
7191_0	['C(C(C(C)=O)CO)(O)=O', 'C(CO)=O']	['C(C(C(CC(CO)O)=O)CO)(O)=O']	Aldol Condensation	-8.98
7193_0	['C(C(C(C)=O)CO)(O)=O', 'C(CO)=O']	['C(C(CO)C(C)(C(C=O)O)O)(O)=O']	Aldol Condensation	-8.73
7193_1	['C(C(C(C)=O)CO)(O)=O', 'C(CO)=O']	['C(C(CO)C(C)(C(C=O)O)O)(O)=O']	Knoevenagel H	-8.73
7195_0	['C(C(C(C)=O)CO)(O)=O', 'C=CC=O']	['C(CC(C=C)O)(C(C(O)=O)CO)=O']	Aldol Condensation	-5.96
7196_0	['C(C)=CC=O', 'C1(C(CC(C1)O)=O)=O']	['C(C)=CC(C1C(C(CC1O)=O)=O)O']	Aldol Condensation	-10.2
7196_1	['C(C)=CC=O', 'C1(C(CC(C1)O)=O)=O']	['C(C)=CC(C1C(C(CC1O)=O)=O)O']	Knoevenagel C	-10.2
7197_0	['C(C)=CC=O', 'C(CC(CCO)O)=O']	['C(C(C(CCO)O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7197_1	['C(C)=CC=O', 'C(CC(CCO)O)=O']	['C(C(C(CCO)O)C(C=CC)O)=O']	Knoevenagel C	-3.62
7198_0	['C(C)=CC=O', 'C(CC(C=O)O)=O']	['C(C(C(C=O)C(C=CC)O)O)=O']	Aldol Condensation	-3.62
7198_1	['C(C)=CC=O', 'C(CC(C=O)O)=O']	['C(C(C(C=O)C(C=CC)O)O)=O']	Knoevenagel C	-3.62
7200_0	['C(C)=CC=O', 'C(CC(C=CC)O)=O']	['C(C(C(C=CC)O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7200_1	['C(C)=CC=O', 'C(CC(C=CC)O)=O']	['C(C(C(C=CC)O)C(C=CC)O)=O']	Knoevenagel C	-3.62
7202_0	['C(C)=CC=O', 'C(CC(CC=C)O)=O']	['C(C(C(CC=C)O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7202_1	['C(C)=CC=O', 'C(CC(CC=C)O)=O']	['C(C(C(CC=C)O)C(C=CC)O)=O']	Knoevenagel C	-3.62
7203_0	['C(C)=CC=O', 'C(CO)(C(CO)O)=O']	['C(C(C(C=CC)O)O)(C(CO)O)=O']	Aldol Condensation	-10.35
7203_1	['C(C)=CC=O', 'C(CO)(C(CO)O)=O']	['C(C(C(C=CC)O)O)(C(CO)O)=O']	Knoevenagel H	-10.35
7205_0	['C(C)=CC=O', 'C(C(C)=O)(CCO)=O']	['C(C)=CC(C(C(C(C)=O)=O)CO)O']	Aldol Condensation	-3.62
7205_1	['C(C)=CC=O', 'C(C(C)=O)(CCO)=O']	['C(C)=CC(C(C(C(C)=O)=O)CO)O']	Knoevenagel C	-3.62
7207_0	['C(C)=CC=O', 'C(C(C)=O)(CCO)=O']	['C(C)=CC(CC(C(CCO)=O)=O)O']	Aldol Condensation	-5.96
7209_0	['C(C)=CC=O', 'C(C(CO)=O)(CO)=O']	['C(C)=CC(C(C(C(CO)=O)=O)O)O']	Aldol Condensation	-10.35
7209_1	['C(C)=CC=O', 'C(C(CO)=O)(CO)=O']	['C(C)=CC(C(C(C(CO)=O)=O)O)O']	Knoevenagel H	-10.35
7211_0	['C(C)=CC=O', 'C(C(C)=O)=O']	['C(C(CC(C=O)=O)O)=CC']	Aldol Condensation	-4.31
7213_0	['C(C)=CC=O', 'C(C(C(C)=O)=O)=O']	['C(C(CC(C(C=O)=O)=O)O)=CC']	Aldol Condensation	-5.96
7215_0	['C(C)=CC=O', 'C=CC(C(CO)=O)=O']	['C=CC(C(C(C(C=CC)O)O)=O)=O']	Aldol Condensation	-10.35
7215_1	['C(C)=CC=O', 'C=CC(C(CO)=O)=O']	['C=CC(C(C(C(C=CC)O)O)=O)=O']	Knoevenagel H	-10.35
7217_0	['C(C)=CC=O', 'C(C(C(CO)=O)O)=O']	['C(C(C(C(C(C=CC)O)O)=O)O)=O']	Aldol Condensation	-10.35
7217_1	['C(C)=CC=O', 'C(C(C(CO)=O)O)=O']	['C(C(C(C(C(C=CC)O)O)=O)O)=O']	Knoevenagel H	-10.35
7219_0	['C(C)=CC=O', 'C(CO)=O']	['C(C(C(C=CC)O)O)=O']	Aldol Condensation	-13.37
7219_1	['C(C)=CC=O', 'C(CO)=O']	['C(C(C(C=CC)O)O)=O']	Knoevenagel H	-13.37
7221_0	['C(C)=CC=O', 'C(C(CO)=O)(C)=O']	['C(C)=CC(CC(C(CO)=O)=O)O']	Aldol Condensation	-5.96
7223_0	['C(C)=CC=O', 'C(C(CO)=O)(C)=O']	['C(C)=CC(C(C(C(C)=O)=O)O)O']	Aldol Condensation	-10.35
7223_1	['C(C)=CC=O', 'C(C(CO)=O)(C)=O']	['C(C)=CC(C(C(C(C)=O)=O)O)O']	Knoevenagel H	-10.35
7225_0	['C(C)=CC=O', 'C(CC(C)=O)(O)=O']	['C(C(C(C)=O)C(C=CC)O)(O)=O']	Aldol Condensation	19.1
7225_1	['C(C)=CC=O', 'C(CC(C)=O)(O)=O']	['C(C(C(C)=O)C(C=CC)O)(O)=O']	Knoevenagel C	19.1
7227_0	['C(C)=CC=O', 'C(CC(C)=O)(O)=O']	['C(CC(CC(C=CC)O)=O)(O)=O']	Aldol Condensation	16.77
7229_0	['C(C)=CC=O', 'C(C)(CCO)=O']	['C(C)(C(CO)C(C=CC)O)=O']	Aldol Condensation	-3.62
7229_1	['C(C)=CC=O', 'C(C)(CCO)=O']	['C(C)(C(CO)C(C=CC)O)=O']	Knoevenagel C	-3.62
7231_0	['C(C)=CC=O', 'C(C)(CCO)=O']	['C(CC(C=CC)O)(CCO)=O']	Aldol Condensation	-5.96
7233_0	['C(C)=CC=O', 'C(C)(CO)=O']	['C(CO)(CC(C=CC)O)=O']	Aldol Condensation	-5.96
7235_0	['C(C)=CC=O', 'C(C)(CO)=O']	['C(C)(C(C(C=CC)O)O)=O']	Aldol Condensation	-10.35
7235_1	['C(C)=CC=O', 'C(C)(CO)=O']	['C(C)(C(C(C=CC)O)O)=O']	Knoevenagel H	-10.35
7237_0	['C(C)=CC=O', 'C(CC(C=O)=O)=O']	['C(C(C(C=O)=O)C(C=CC)O)=O']	Aldol Condensation	-6.87
7237_1	['C(C)=CC=O', 'C(CC(C=O)=O)=O']	['C(C(C(C=O)=O)C(C=CC)O)=O']	Knoevenagel C	-6.87
7239_0	['C(C)=CC=O', 'C(C(C=O)CC=O)=O']	['C(C(C=O)C(C=O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7241_0	['C(C)=CC=O', 'C(C)(CC(C=O)=O)=O']	['C(CC(C=CC)O)(CC(C=O)=O)=O']	Aldol Condensation	-5.96
7243_0	['C(C)=CC=O', 'C(C)(CC(C=O)=O)=O']	['C(C)(C(C(C=O)=O)C(C=CC)O)=O']	Aldol Condensation	-6.87
7243_1	['C(C)=CC=O', 'C(C)(CC(C=O)=O)=O']	['C(C)(C(C(C=O)=O)C(C=CC)O)=O']	Knoevenagel C	-6.87
7245_0	['C(C)=CC=O', 'C(C(C(CC)=O)=O)=O']	['C(C)=CC(C(C(C(C=O)=O)=O)C)O']	Aldol Condensation	-3.62
7247_0	['C(C)=CC=O', 'C(C(O)=O)(CC)=O']	['C(C)=CC(C(C(C(O)=O)=O)C)O']	Aldol Condensation	-0.5
7249_0	['C(C)=CC=O', 'C(C)(C(C)O)=O']	['C(CC(C=CC)O)(C(C)O)=O']	Aldol Condensation	-5.96
7251_0	['C(C)=CC=O', 'C(CO)(CC)=O']	['C(C(C(C=CC)O)O)(CC)=O']	Aldol Condensation	-10.35
7251_1	['C(C)=CC=O', 'C(CO)(CC)=O']	['C(C(C(C=CC)O)O)(CC)=O']	Knoevenagel H	-10.35
7253_0	['C(C)=CC=O', 'C(CO)(CC)=O']	['C(CO)(C(C)C(C=CC)O)=O']	Aldol Condensation	-3.62
7255_0	['C(C)=CC=O', 'C(CC=CC(C)O)=O']	['C(C(C=CC(C)O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7257_0	['C(C)=CC=O', 'C(CC=CC(O)=O)=O']	['C(C(C=CC(O)=O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7259_0	['C(C)=CC=O', 'C(C=CC(CO)=O)=O']	['C(C(C(C(C=CC=O)=O)O)O)=CC']	Aldol Condensation	-10.35
7259_1	['C(C)=CC=O', 'C(C=CC(CO)=O)=O']	['C(C(C(C(C=CC=O)=O)O)O)=CC']	Knoevenagel H	-10.35
7261_0	['C(C)=CC=O', 'C=C(C(O)=O)C(C)=O']	['C=C(C(O)=O)C(CC(C=CC)O)=O']	Aldol Condensation	-5.96
7263_0	['C(C)=CC=O', 'C(CCCO)=O']	['C(C(CCO)C(C=CC)O)=O']	Aldol Condensation	-3.62
7265_0	['C(C)=CC=O', 'C1(C(OCC1)=O)=O']	['C(C)=CC(C1C(C(OC1)=O)=O)O']	Aldol Condensation	-10.2
7265_1	['C(C)=CC=O', 'C1(C(OCC1)=O)=O']	['C(C)=CC(C1C(C(OC1)=O)=O)O']	Knoevenagel C	-10.2
7267_0	['C(C)=CC=O', 'C1(C(C(CO1)=O)=O)=O']	['C(C(C1C(C(C(O1)=O)=O)=O)O)=CC']	Aldol Condensation	-10.2
7267_1	['C(C)=CC=O', 'C1(C(C(CO1)=O)=O)=O']	['C(C(C1C(C(C(O1)=O)=O)=O)O)=CC']	Knoevenagel H	-10.2
7269_0	['C(C)=CC=O', 'C(CC(C)CO)=O']	['C(C(C(CO)C)C(C=CC)O)=O']	Aldol Condensation	-3.62
7271_0	['C(C)=CC=O', 'C(CC(C)CCO)=O']	['C(C(C(C)CCO)C(C=CC)O)=O']	Aldol Condensation	-3.62
7273_0	['C(C)=CC=O', 'C(CC(C)C(C)O)=O']	['C(C(C(C)C(C)O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7275_0	['C(C)=CC=O', 'C(CC(C)CC=O)=O']	['C(CC(C)C(C=O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7276_0	['C(CC=C)=O', 'C1(C(CC(C1)O)=O)=O']	['C(C(C=C)C1(C(CC(C1)O)=O)O)=O']	Aldol Condensation	14.96
7277_0	['C(CC=C)=O', 'C1(C(CC(C1)O)=O)=O']	['C=CCC(C1C(C(CC1O)=O)=O)O']	Aldol Condensation	-10.2
7277_1	['C(CC=C)=O', 'C1(C(CC(C1)O)=O)=O']	['C=CCC(C1C(C(CC1O)=O)=O)O']	Knoevenagel C	-10.2
7279_0	['C(CC=C)=O', 'C(C(C=C)C(C=O)O)=O']	['C(C(C=C)C(C(C(C=O)C=C)O)O)=O']	Aldol Condensation	-3.62
7281_0	['C(CC=C)=O', 'C(C(C=C)C(C=O)O)=O']	['C(C(C=C)C(C(C=C)C(C=O)O)O)=O']	Aldol Condensation	-3.62
7283_0	['C(CC=C)=O', 'C(CC(CCO)O)=O']	['C(C(C=C)C(CC(CCO)O)O)=O']	Aldol Condensation	-3.62
7284_0	['C(CC=C)=O', 'C(CC(CCO)O)=O']	['C(C(C(CC=C)O)C(CCO)O)=O']	Aldol Condensation	-3.62
7284_1	['C(CC=C)=O', 'C(CC(CCO)O)=O']	['C(C(C(CC=C)O)C(CCO)O)=O']	Knoevenagel C	-3.62
7286_0	['C(CC=C)=O', 'C(CC(C=O)O)=O']	['C(C(C=C)C(CC(C=O)O)O)=O']	Aldol Condensation	-3.62
7287_0	['C(CC=C)=O', 'C(CC(C=O)O)=O']	['C(C(C=C)C(C(CC=O)O)O)=O']	Aldol Condensation	-3.62
7288_0	['C(CC=C)=O', 'C(CC(C=O)O)=O']	['C(C(C(CC=C)O)C(C=O)O)=O']	Aldol Condensation	-3.62
7288_1	['C(CC=C)=O', 'C(CC(C=O)O)=O']	['C(C(C(CC=C)O)C(C=O)O)=O']	Knoevenagel C	-3.62
7290_0	['C(CC=C)=O', 'C(CC(C=CC)O)=O']	['C(C(C=C)C(CC(C=CC)O)O)=O']	Aldol Condensation	-3.62
7291_0	['C(CC=C)=O', 'C(CC(C=CC)O)=O']	['C(C(C(CC=C)O)C(C=CC)O)=O']	Aldol Condensation	-3.62
7291_1	['C(CC=C)=O', 'C(CC(C=CC)O)=O']	['C(C(C(CC=C)O)C(C=CC)O)=O']	Knoevenagel C	-3.62
7293_0	['C(CC=C)=O', 'C(CC(CC=C)O)=O']	['C(C(C=C)C(CC(CC=C)O)O)=O']	Aldol Condensation	-3.62
7295_0	['C(CC=C)=O', 'C(CC(CC=C)O)=O']	['C(C(C(CC=C)O)C(CC=C)O)=O']	Aldol Condensation	-3.62
7295_1	['C(CC=C)=O', 'C(CC(CC=C)O)=O']	['C(C(C(CC=C)O)C(CC=C)O)=O']	Knoevenagel C	-3.62
7297_0	['C(CC=C)=O', 'C(C(C=C)C(C)O)=O']	['C(C(C=C)C(C(C=C)C(C)O)O)=O']	Aldol Condensation	-3.62
7299_0	['C(CC=C)=O', 'C(C(C(O)=O)C=C)=O']	['C(C(C=C)C(C(C(O)=O)C=C)O)=O']	Aldol Condensation	-3.62
7301_0	['C(CC=C)=O', 'C(C(CO)CO)=O']	['C(C(C=C)C(C(CO)CO)O)=O']	Aldol Condensation	-3.62
