Smiles	Canonical Code
C(C(C=C)C(C(C(C)O)O)O)=O	1757dadb9e0fa7b1
C=CC(C(C(C(C(C)O)O)O)O)=O	1ddc9fc75998a9c3
C1OC(C(C=1)=O)C(C(C(C)O)O)O	1f2f1618edbae223
C(C(C(CO)O)C(C=O)(CC)O)=O	fd6a16f03dddd5a3
C(C(C(CO)O)C(C(CC)=O)O)=O	75587e6ef7d6f654
C(C(C(C)C(CC(CO)O)O)=O)=O	dcfebcbe500728d7
C(C(C(CC(C)=O)O)C(CO)O)=O	763dc9483818e90a
C(C(C(C)=O)C(CC(CO)O)O)=O	78bc56df0c457614
C(CC(CC(CC(CO)O)O)=O)=O	2a532a2e50ca8075
C(C(C(CO)O)C(CCC=O)O)=O	74d19023792f166a
C(C(C(CC(CO)O)O)CC=O)=O	189c43e8f35b93ed
C(C(C(CO)O)C(C(C)=O)(C)O)=O	cf17eaa9b43fb73f
C(C(C)=O)(CC(CC(CO)O)O)=O	4b8d7eccae03e97b
C(C(C(CO)O)C(C=CC)O)=O	f15e968ffe98acc1
C(C(C(CC=C)O)C(CO)O)=O	72ca393556000a15
C(C(C=C)C(CC(CO)O)O)=O	59d6bbac0101494d
C(C(C(CO)O)C(C(C=O)=C)O)=O	9faef71c9114d73a
C(C(C(CO)O)C(C=C)O)=O	ab4cebbc20421c4d
C(C(C(C(C=C)O)O)C(CO)O)=O	2627c29c30f31fe6
C(C(C(CO)O)C(C=CCO)O)=O	b0e41e53871c4e38
C(C(C(CO)O)C(C=C)(CO)O)=O	67cd49a018f6058e
C=CC(C(C(CC(CO)O)O)O)=O	8d04051e2447cc22
C(C(C(CO)O)C1(C=COC1)O)=O	3df5541525f53860
C1OC(C(C=1)=O)C(CC(CO)O)O	a60233ccad793a0b
C(C(C(CO)O)C(C(C)O)O)=O	665c889a1b5e574f
C(C(C(C(C(CO)O)O)=O)O)(O)=O	2e10a68492a6d27
C(C(C(C(C(CO)CO)O)O)=O)=O	a67b1cd0a45ad774
C(CC(C=O)(C(C(C=O)=O)O)O)=O	41376cc5704ede72
C(CC(C(C(C(C=O)=O)O)O)=O)=O	3a6a2d4be3a88438
C(C(C(C=O)=O)C(C(CO)=O)O)=O	5f9778f7a90ee697
C(C(C(C=O)=O)C(C=O)(CO)O)=O	a76048c56d149a5d
C(C(C(C)=O)(C(C(C=O)=O)O)O)=O	c4d0cfff06427bb2
C(C(C(C(C(C(C)=O)=O)O)O)=O)=O	ac36fd64005fa6bd
C(C=O)(C(C)(C(C(C=O)=O)O)O)=O	c677b7555a4620af
C(CO)(C(CC(C(C=O)=O)=O)O)=O	2b23d00fd97ab0af
C(C(CO)(CC(C(C=O)=O)=O)O)=O	f4653219d8150517
C(C(CC)(C(C(C=O)=O)O)O)=O	6fae48130a6ec595
C(C(C(C(C=O)=O)O)O)(CC)=O	fcf63a33fbb8ad57
C(C)(CC(C(C(C=O)=O)O)O)=O	63dd142082639c37
C(C(C(C)=O)C(C(CO)=O)O)=O	8a3fbf564cfaeb58
C(C(CO)(C(C=O)C(C)=O)O)=O	c4df783cf3ad4906
C(CCC(C(C(C=O)=O)O)O)=O	bfa96b20c0a47d7d
C(C)(C(C)(C(C(C=O)=O)O)O)=O	95673e6205b34009
C(C(CC)(C(C(C=O)=O)O)O)(O)=O	21ed6506bcdb2cfc
C(C(C(C(C(O)=O)=O)C)O)(CO)=O	b12d1f9c305bcb02
C(C(CO)(C(C(C(O)=O)=O)C)O)=O	d0f1f88adac39578
C(CC(C)(C(C(C=O)=O)O)O)(O)=O	377041a79c1cb9cd
C(C(C(C)=O)C(C(CO)=O)O)(O)=O	f68482e79018367f
C(C(CO)(C(C(O)=O)C(C)=O)O)=O	394772893eaa34c0
C(CC(CC(C(CO)=O)O)=O)(O)=O	ce088fa87fb52bd3
C(C(CO)(CC(CC(O)=O)=O)O)=O	8c2366ab3ad73cbb
C1(C(CCO1)(C(C(C=O)=O)O)O)=O	a8f136241371d210
C(C(C1C(C(OC1)=O)=O)O)(CO)=O	65d4920948748318
C(C(CO)(C1C(C(OC1)=O)=O)O)=O	9bd43c74bf4ecdc4
C1(CC(CO1)(C(C(C=O)=O)O)O)=O	4a931e7f05d88ce1
C1(C(C(CO1)=O)C(C(CO)=O)O)=O	7e92ef401e5fc746
C(C(CO)(C1C(OCC1=O)=O)O)=O	1e9bb6b7421ad328
C1(CC(C(C(C(CO)=O)O)O1)=O)=O	a290bf0a1521cea4
C(C(CO)(C1C(CC(O1)=O)=O)O)=O	39f612144cbb6bca
C(C)=C(C=O)C(C(C(C=O)=O)O)O	5eea2c9023fd269e
C(CC=CC(C(C(C=O)=O)O)O)=O	87a47cecb2eb38eb
C(CC(C(C(C=O)=O)O)O)=CC=O	b9a0d823064483c
C(C(C=CC=O)C(C(CO)=O)O)=O	e7821d4aee62745f
C(C(C=CC=O)C(C=O)(CO)O)=O	3fcafc4673eb2120
C(C(C=CC)(C(C(C=O)=O)O)O)=O	ae584057bc1d00ed
C(C)=CC(C(C(C(C=O)=O)O)O)=O	8f4e66021424606c
C(C(CC=C)(C(C(C=O)=O)O)O)=O	ee235956bfaa757b
C(C(C(C(C=O)=O)O)O)(CC=C)=O	511ffb80dafbfcc4
C(CO)(C(C(C=C)C(C=O)=O)O)=O	5ad2093777cc9254
C(C(CO)(C(C=C)C(C=O)=O)O)=O	d98bccd9e64c343a
C(CC(C(C(C(C=O)=O)O)O)=C)=O	667d32d038ebe001
C=C(C=O)CC(C(C(C=O)=O)O)O	7640bde1f509777b
C(C(C(C=O)=C)C(C(CO)=O)O)=O	ea0f7e3a82d95fd6
C(C(C(C=O)=C)C(C=O)(CO)O)=O	900988b71e7fdcea
C(C)(C(C(C(C=O)=O)O)O)=CC=O	6a9f52f18a17242d
C(C(C(C(C=O)=O)O)O)=C(C=O)C	9b662ac264f99a57
C(C(C)(C(C(C=O)=O)O)O)=CC=O	c9705f47413bcbcf
C(C(C(C(C=O)=O)O)O)=CC(C)=O	39015a52535f016b
C(CO)(C(CC(C=CC=O)=O)O)=O	d223b5152c067784
C(C(CO)(CC(C=CC=O)=O)O)=O	f480957e10202066
C(C(C(C(C=O)=O)O)O)=CC	5274de863f42c257
C(CC(C(C(C=O)=O)O)O)=C	c0af9b714a9d627c
C(C(C=C)C(C(CO)=O)O)=O	7d67dd8ab195c851
C(C(C=C)C(C=O)(CO)O)=O	513691c98c30d69b
C=C(C=O)C(C(C(C=O)=O)O)O	2a8c423142b14f46
C=CC(C(C(C=O)=O)O)O	87ce5a767956070b
C=CC(C(C(C(C=O)=O)O)O)O	da25f7e8a1f53681
C(C(C(C(C=O)=O)O)O)=CCO	e9173a8521d4d3cb
C(C(CO)(C(C(C=O)=O)O)O)=C	47ec16370d91db22
C(C(C=C)(C(C(C=O)=O)O)O)(O)=O	a6a759352f5c2caa
C(C(C(C(C=O)=O)O)O)=CC(O)=O	d2c1e51683d8dc6c
C1C(COC=1)(C(C(C=O)=O)O)O	219cabdb12a93d55
C(CO)(C(C1C(C=CO1)=O)O)=O	4a1132ac61806f3f
C(C(CO)(C1C(C=CO1)=O)O)=O	71e9b8e7a59a2933
C(C(C(C(C(C)O)O)O)=O)=O	e5c08502bdc38d7d
C(C(C(C(C(C=O)=O)O)O)O)=O	e6fe9332e9db00ad
C(C(C(C=O)=O)O)(O)=O	fbc6875addd68bc5
C(C(C(C(C(C=O)=O)O)O)O)(O)=O	a954707ce17dd9f8
C(OCC(C)(C(C(C=O)=O)O)O)=O	94f86beed8e83704
C(OCC(CC(C(CO)=O)O)=O)=O	97d58ae876b8c24d
C(C(CO)(CC(COC=O)=O)O)=O	c8dfd5172d0f08f
C(OC(C(C)=O)C(C(CO)=O)O)=O	d9b36fdaecd00d95
C(C(CO)(C(C(C)=O)OC=O)O)=O	4f9fbf680179f590
C(C(CO)(C(C(C=O)=O)O)O)(O)=O	ca9050258edf6541
C(CO)(C(C(C(C(O)=O)=O)O)O)=O	ebded79fd0cec4b3
C(C(CO)(C(C(C(O)=O)=O)O)O)=O	6e2617719c32e8e3
C(C(C(C(CO)(C(C)O)O)O)=O)=O	722062cf2a50f420
C(C(C=C)C(C=O)(C(CO)O)O)=O	9ab9a69e49b961ef
C(C(C=C)C(C(C(CO)O)=O)O)=O	253bac4847d2125a
C(C(CC(C(C(C=C)O)O)=O)O)=O	7c9e17c60e52acff
C(C(C(C(CO)=O)C(C=C)O)O)=O	72b0a50617d4a4c3
C(C(CC)(C(C(C(C)=O)=O)O)O)=O	6d80fc8f585c0ea2
C(C(CC)(CC(C(CO)=O)=O)O)=O	534714c43f790a30
C(C(C(C(C(C)=O)=O)O)O)(CC)=O	b87df303832e816e
C(C(CC(C(CO)=O)=O)O)(CC)=O	f794ba760b134989
C(C)(C(CO)(C(C(C=O)=O)C)O)=O	72a63013ef490a69
C(CO)(C(C)(C(C(C=O)=O)C)O)=O	db4a5c23ff7867de
C(C)(CC(C(C(C(C)=O)=O)O)O)=O	478f9ebbd4345a58
C(C)(CC(CC(C(CO)=O)=O)O)=O	22cd5118552df65
C(CC(C)(C(C(C(C)=O)=O)O)O)=O	bbb5f63d9b6adc74
C(C(C(C)=O)C(C(C)=O)(CO)O)=O	dbd4689f78cf535b
C(C)(C(C=O)C(C(CO)=O)(C)O)=O	aef00da00c1b585d
C(C)(C(CO)(CC(CC=O)=O)O)=O	dd2b0ea896514b3b
C(CO)(C(C)(CC(CC=O)=O)O)=O	1a2c5a0af50c1110
C(CCC(C(C(C(C)=O)=O)O)O)=O	da549b7e4e06df8e
C(CCC(CC(C(CO)=O)=O)O)=O	e8ae934044f37b74
C(CO)(C(C)(C(C=O)CC=O)O)=O	eb341f268604aa30
C(C)(C(C)(C(C(C(C)=O)=O)O)O)=O	21f298cc3e4db26f
C(C)(C(C)(CC(C(CO)=O)=O)O)=O	817b7eed21f0286f
C(C)(C(CO)(CC(C(C)=O)=O)O)=O	19d5fc7ba46754ff
C(CO)(C(C)(CC(C(C)=O)=O)O)=O	6cb7089667c6fbb2
C(C)=CC(C(C(C(C)=O)=O)O)O	7576233a045ce452
C(C)=CC(CC(C(CO)=O)=O)O	ba327716ddaa885c
C(CC(C(C(C(C)=O)=O)O)O)=C	b84c120f23faf3fc
C(CC(CC(C(CO)=O)=O)O)=C	a9644789cdf6ba04
C(C(C=C)C(C(C)=O)(CO)O)=O	4c252c8846b640f9
C(C(C=C)C(C(CO)=O)(C)O)=O	a04951d744b45877
C=C(C=O)C(C(C(C(C)=O)=O)O)O	8a8d51aeeb308fd
C=C(C=O)C(CC(C(CO)=O)=O)O	5083175ec4d4fead
C=CC(C(C(C(C)=O)=O)O)O	cb5d7387bb4aa2ef
C=CC(CC(C(CO)=O)=O)O	fc8f5dc27fa5aa8a
C(C(C(C(C(C(C)=O)=O)O)O)O)=C	c2ce1d03e00142c3
C(C(C(CC(C(CO)=O)=O)O)O)=C	6c16c66f2d56fd10
C(CO)=CC(C(C(C(C)=O)=O)O)O	58ca5121139d12e3
C(CO)=CC(CC(C(CO)=O)=O)O	828af16b95e95119
C(C(CO)(C(C(C(C)=O)=O)O)O)=C	90330b17da2d6809
C(C(CO)(CC(C(CO)=O)=O)O)=C	4ae880f6e862c180
C(CO)(C(C)(C(C(C=C)=O)O)O)=O	c7d268bca070c782
C1C(COC=1)(C(C(C(C)=O)=O)O)O	b0153620ad80ad1a
C1C(COC=1)(CC(C(CO)=O)=O)O	bf15c4eb992a6b87
C(C)(C(CO)(C1C(C=CO1)=O)O)=O	3b4e357174057a77
C(CO)(C(C)(C1C(C=CO1)=O)O)=O	2721353286af9d8d
C(C(C)=O)(C(C(C(C)O)O)O)=O	715a3e5c7f814c58
C(C(CO)=O)(CC(C(C)O)O)=O	ce81cd8d21d26226
C(C(C(C(C(C(C)=O)=O)O)O)O)=O	80627460b9ec0198
C(C(C(CC(C(CO)=O)=O)O)O)=O	fa6c0c1e20ebe808
C(C(C(C(C)=O)=O)O)(O)=O	4291e68b9c03911b
C(CC(C(CO)=O)=O)(O)=O	445d1f2812cf4da6
C(CO)(CC1(C(CC(C1)O)O)O)=O	ecc658cc5b1f9370
C(C)(C(C1(C(CC(C1)O)O)O)O)=O	96ce154a77f5ca9c
C(CO)(CC(CC(CCO)O)O)=O	eee05c03606e1200
C(C)(C(C(CC(CCO)O)O)O)=O	dd7f4319fc0f233a
C(CO)(CC(C(CO)C(C)O)O)=O	d0100ed27dcefeb
C(C)(C(C(C(CO)C(C)O)O)O)=O	d5a9752a1c3732a
C(CO)(CC(CC(CO)(C)O)O)=O	9b3fc65cd2590cb4
C(C)(C(C(CC(CO)(C)O)O)O)=O	5e760d9ef1ff934c
C(C(C(C)(CO)O)C(C)(CO)O)=O	869e066f290916e5
C(CO)(CC(CO)(CC(C)O)O)=O	3e9c487d516eeb85
C(C)(C(C(CO)(CC(C)O)O)O)=O	3f5d80b6ac20faa2
C(CO)(CC(C)(C(C(C)O)O)O)=O	49697b7bb9e636a3
C(C)(C(C(C)(C(C(C)O)O)O)O)=O	9c312459682ec247
C(CO)(CC(C(CO)CO)O)=O	1c5c91f9f1a73f3b
C(C)(C(C(C(CO)CO)O)O)=O	53b2559de323b149
C(C(CO)C(CC(CO)=O)O)(O)=O	2a24bc1a9d19abe4
C(C(CO)C(C(C(C)=O)O)O)(O)=O	4f5a74f494486803
C(C(C(C=O)=O)C(C)(CO)O)=O	6706621ce7e517ef
C(CO)(CC(C(C(C)=O)=O)O)=O	9c96b379174e8669
C(CC(C(C=O)=O)(C)O)(CO)=O	94aec1e251e5b665
C(C(C(CC(C)(CO)O)=O)=O)=O	f92ed6cabed726c4
C(CO)(C(CO)(CC(CO)=O)O)=O	fc45ee4b93b70462
C(C(CO)=O)(C(C(CO)(C)O)O)=O	2a786e7afbb9c024
C(C(C(C(CC(CO)=O)O)=O)O)=O	a8840e4772f92608
C(C(CO)CC(CC(CO)=O)O)=O	c02b9c4211c50df7
C(C(CO)CC(C(C(C)=O)O)O)=O	564df321eab91e21
C(CC(CO)C(CC(CO)=O)O)=O	7a12063e3211621
C(CC(CO)C(C(C(C)=O)O)O)=O	886fcad48b6d0aaa
C(C(C(C)(CO)O)C(C=O)CO)=O	aa0839cfd1c482c1
C(CO)(CC(C)(CC(CO)=O)O)=O	64482fd090a5fc62
C(C)(C(C(C)(CC(CO)=O)O)O)=O	c7ec7940e7d7622c
C(C)(CC(CO)(CC(CO)=O)O)=O	f98f139265ebec80
C(C)(CC(CO)(C(C(C)=O)O)O)=O	ef3ef0e8582348d5
C(CC(CO)(C)O)(CC(CO)=O)=O	36a18b1a7964d56f
C(C)(C(C(CO)=O)C(CO)(C)O)=O	b50fef262926a3e9
C(C(C(CO)(C)O)O)(CC(C)=O)=O	da2cbcb821fdcfe
C(CO)(C(CC)(CC(CO)=O)O)=O	169964062b4cf8db
C(CO)(C(CC)(C(C(C)=O)O)O)=O	cddd0d120612d0d1
C(C(CO)(CC(CO)=O)O)(CC)=O	1f8635e1934e081a
C(C(CO)(C(C(C)=O)O)O)(CC)=O	4ac6d4550bfcf142
C(C(CO)=O)(C(C)C(CO)(C)O)=O	bc6eda73b7232eb6
C(C(C(C(CO)(C)O)O)=O)(CC)=O	4c30d3f50ac08efe
C(CCC(CO)(CC(CO)=O)O)=O	db63eff5c3167359
C(CCC(CO)(C(C(C)=O)O)O)=O	51c4c6468175ef53
C(CO)(CC(CCC(CO)=O)O)=O	2f82631cecc79e34
C(C)(C(C(CCC(CO)=O)O)O)=O	84a3a081cafdce9b
C(CCC=O)(C(C(CO)(C)O)O)=O	b70423895907f372
C(CO)(C(C(CO)(C)O)CC=O)=O	544a051af2fca0bf
C(C(C(CO)(C)O)CC(CO)=O)=O	817c54b90f7659b8
C(CC(CCO)(CC(CO)=O)O)=O	a801de26ad0a9e6
C(CC(CCO)(C(C(C)=O)O)O)=O	f20f7c416315b609
C(CCO)(CC(CC(CO)=O)O)=O	1e87ac84802d50ab
C(CCO)(CC(C(C(C)=O)O)O)=O	a1a2259bc48c01e3
C(CC(C(CO)C(C)(CO)O)=O)=O	715d9160a20bb3b6
C(C(C(CCO)=O)C(C)(CO)O)=O	98b8d1288fb73424
C(C(C(CC=O)=O)C(C)(CO)O)=O	7562de0d56bea86b
C(C(C)(CC(CO)=O)O)(CC=O)=O	561d67d9054670e2
C(C(C)(C(C(C)=O)O)O)(CC=O)=O	be1bd07234a6e1c8
C(C(C(C(C)=O)=O)C(C)(CO)O)=O	bcb13eb2a94da30a
C(CC(C(CC(C)(CO)O)=O)=O)=O	da6ac6a35cb25c28
C(CCC(C=O)(CC(CO)=O)O)=O	8eedba9118ef7102
C(CCC(C=O)(C(C(C)=O)O)O)=O	67f0c1655f3793b8
C(CCC(C(CC(CO)=O)O)=O)=O	ebd53d1fccd68202
C(CC(C(C=O)=O)C(C)(CO)O)=O	55917fa47f92f14f
C(C(C(C)(CO)O)CC(C=O)=O)=O	a64a2989b419b894
C(C(C=O)CC(CC(CO)=O)O)=O	84bab50a60783254
C(C(C=O)CC(C(C(C)=O)O)O)=O	5068a67dea559d40
C(C(C=O)C(C=O)C(C)(CO)O)=O	77ebbfd576252560
C(C(C=O)C(C)(C(C(C)=O)O)O)=O	b084da3319b72b52
C(C(C=O)C(CC(C)(CO)O)=O)=O	68f3da1dc57ac655
C(CC(C=O)(C(C=O)C)O)(CO)=O	77481476bd24644f
C(C(C(C=O)(C(C=O)C)O)O)(C)=O	56dd3fbf042fa36c
C(CC(C(C(C=O)C)=O)O)(CO)=O	1a84f287c8c48ca1
C(C(C(C(C(C(C)=O)O)O)=O)C)=O	620500ccf187375f
C(C(CC(C)=O)(CC(CO)=O)O)=O	e55ea86d3a51f335
C(C(CC(C)=O)(C(C(C)=O)O)O)=O	ced68be7a5024d60
C(C)(CC(C(CC(CO)=O)O)=O)=O	1c8069be31d9d7b6
C(C)(C(C(C)(CC(C=O)=O)O)O)=O	5bd4fac9d661650
C(C)(C(C(C=O)=O)C(C)(CO)O)=O	fc91e76a3ab92d81
C(CC(C)(CO)O)(CC(C=O)=O)=O	93c39fbcc3d31a8b
C(C(CC)(CC(CO)=O)O)=O	2c7c7129b0bc8ebe
C(C(CC)(C(C(C)=O)O)O)=O	785e042d3aa28b7a
C(CC(C(CC)=O)O)(CO)=O	a98e021dc1e1ecfe
C(C(C(C(CC)=O)O)O)(C)=O	75f314c2b50c555d
C(C(C(C)C(C)(CO)O)=O)=O	6afc91aa1468701d
C(C)(CC(CC(CO)=O)O)=O	69e0ff2d0aff35cd
C(C)(CC(C(C(C)=O)O)O)=O	8d9461012ebd19b5
C(CC(C)(C(C(C)=O)O)O)=O	4c93a417a74d917e
C(C(C(C)=O)C(C)(CO)O)=O	6c8e9ab970e9286d
C(CC(CC(C)(CO)O)=O)=O	144196fafd4e7f21
C(CCC(CC(CO)=O)O)=O	293fafa252e0bb14
C(CCC(C(C(C)=O)O)O)=O	f7109e126865ea85
C(C(C(C)(CO)O)CC=O)=O	98e3d96a978d61c0
C(C)(C(C)(CC(CO)=O)O)=O	a045119bb6ecf07a
C(C)(C(C)(C(C(C)=O)O)O)=O	dbb6c0bfcd288a66
C(C(C)=O)(CC(C)(CO)O)=O	927f98b7e494bed8
C(C)(C(CO)C(CC(CO)=O)O)=O	bd573e0747cae4bf
C(C)(C(CO)C(C(C(C)=O)O)O)=O	bbbc2a6d7635e206
C(C(CO)C(C)(C(C(C)=O)O)O)=O	66b8521a0dab02d3
C(C(C(CC(C)(CO)O)=O)CO)=O	9da991924138ecfb
C(C(CC=O)(CC(CO)=O)O)(O)=O	42ad6f4f34f4a784
C(C(C(C(O)=O)=O)C(C)(CO)O)=O	c7f330da27470d7
C(CC(C=O)(CC(CO)=O)O)(O)=O	ec63779430012249
C(C(CC)(CC(CO)=O)O)(O)=O	35eec788af5d0fb3
C(C(CC)(C(C(C)=O)O)O)(O)=O	fcae94d92e95c18c
C(C(C(C)C(C)(CO)O)=O)(O)=O	c76f1e59838590f8
C(CC(C)(CC(CO)=O)O)(O)=O	bfca7f74985774f3
C(CC(C)(C(C(C)=O)O)O)(O)=O	698c5880f43a5667
C(C(C(C)=O)C(C)(CO)O)(O)=O	6a725f070349cd7b
C(CC(CC(C)(CO)O)=O)(O)=O	4b4181a0e4c6efe6
C1(C(CCO1)(CC(CO)=O)O)=O	ce3a78334593a1e2
C1(C(CCO1)(C(C(C)=O)O)O)=O	ee2b19f45f244821
C1(C(C(CO1)C(C)(CO)O)=O)=O	9a78782d66306fff
C1(CC(CO1)(CC(CO)=O)O)=O	41f922067c1101ab
C1(CC(CO1)(C(C(C)=O)O)O)=O	9896264c26a20973
C1(C(C(CO1)=O)C(C)(CO)O)=O	e500661e9fafee3c
C1(CC(C(C(C)(CO)O)O1)=O)=O	3320c095313a28f0
C(CO)(CC(C=C(C=O)C=O)O)=O	402619eaf0c8d2d9
C(C)(C(C(C=C(C=O)C=O)O)O)=O	9d94727ad256b507
C(CO)(CC(C(C=O)=CC=O)O)=O	427cf4d17746a822
C(C)(C(C(C(C=O)=CC=O)O)O)=O	2c09ce47cfb98e31
C(CO)(CC(C=CC(C=O)=O)O)=O	e69be3a5b30e0fa1
C(C)(C(C(C=CC(C=O)=O)O)O)=O	4692fde24633b1d8
C(C(C=CC=O)(CC(CO)=O)O)=O	b78c04972d3b5920
C(C(C=CC=O)(C(C(C)=O)O)O)=O	8f6b2268fb4e748
C(CO)(CC(C(C=CC=O)=O)O)=O	37da000ea3150e4d
C(CO)(CC(C(C=O)=CC)O)=O	7bb97ab3198748a7
C(C)(C(C(C(C=O)=CC)O)O)=O	47ef06c2cfb80224
C(CC=CC(CC(CO)=O)O)=O	3a8d29be7f27391
C(CC=CC(C(C(C)=O)O)O)=O	da9774501a2e974a
C(CO)(CC(CC=CC=O)O)=O	dbd63a2f945933b8
C(C)(C(C(CC=CC=O)O)O)=O	38f0be23bcc7b783
C(C(C=CC=O)C(C)(CO)O)=O	9fcee2a113c066c1
C(C(C=CC)(CC(CO)=O)O)=O	67e3eba9a96d2a7c
C(C(C=CC)(C(C(C)=O)O)O)=O	927fb7a39d187e94
C(CO)(CC(C(C=CC)=O)O)=O	da3119a754c10bba
C(C)(C(C(C(C=CC)=O)O)O)=O	f31318100a5ae0c1
C(C(CC=C)(CC(CO)=O)O)=O	41614a0e98637f5e
C(C(CC=C)(C(C(C)=O)O)O)=O	20db980414b31647
C(C(CC(CO)=O)O)(CC=C)=O	1a0ee36e678091ee
C(C(C(C(C)=O)O)O)(CC=C)=O	cf30e82c92226a2c
C=CC(C(C=O)=O)C(C)(CO)O	161b473aa8f20a3a
C(CC(C(CC(CO)=O)O)=C)=O	e5e050408fdb60bc
C(CC(C(C(C(C)=O)O)O)=C)=O	6da553278b015868
C(CO)(CC(CC(C=O)=C)O)=O	30526849bd319d2b
C(C)(C(C(CC(C=O)=C)O)O)=O	98813e5a7f637327
C(C(C(C=O)=C)C(C)(CO)O)=O	51d3611dd75da3f2
C(CO)(CC(C(C)=CC=O)O)=O	a6b868917d5773d
C(C)(C(C(C(C)=CC=O)O)O)=O	6b9daf0e3222de7e
C(CO)(CC(C=C(C=O)C)O)=O	45e18e47f911c708
C(C)(C(C(C=C(C=O)C)O)O)=O	f715cea5c564f88d
C(CC(C=CC=O)(C)O)(CO)=O	4d07b3febd6e74e6
C(C(C(C=CC=O)(C)O)O)(C)=O	e37f8c6fba1e1900
C(CO)(CC(C=CC(C)=O)O)=O	54c7bda1b1764c80
C(C)(C(C(C=CC(C)=O)O)O)=O	c5566363eb17e9a1
C(C=CC(CC(C)(CO)O)=O)=O	ef56717aed9c2e9f
C(CO)(CC(C=CC)O)=O	e8c9036a118f9d8
C(C)(C(C(C=CC)O)O)=O	f86a84474a016246
C(CO)(CC(CC=C)O)=O	dd14de879e22e520
C(C)(C(C(CC=C)O)O)=O	4692b1c3fa622daf
C(C(C=C)C(C)(CO)O)=O	72cd23c7de527736
C(CO)(CC(C=C(CO)CO)O)=O	164a11984feffc95
C(C)(C(C(C=C(CO)CO)O)O)=O	e05abecf8ce8df51
C(CO)(CC(CO)(C(C=C)O)O)=O	ded50706753827e7
C(C)(C(C(CO)(C(C=C)O)O)O)=O	42d0b77a8c4156ab
C(C(C(CO)(C)O)O)(C(C=C)O)=O	f58c3bb8bc047635
C(CC(C=CC(CO)O)O)(CO)=O	601b5663ef80517f
C(C(C(C=CC(CO)O)O)O)(C)=O	298dc2782500e74c
C(CO)(CC(C(C=O)=C)O)=O	451ed8c749397e89
C(C)(C(C(C(C=O)=C)O)O)=O	5ae21bc9e0eecb8
C(C(C(CO)=C)(CC(CO)=O)O)=O	51dcdade3be5fb97
C(C(C(CO)=C)(C(C(C)=O)O)O)=O	268ffddb672411aa
C(CO)(CC(C(C(CO)=C)=O)O)=O	54e86966a635bd6
C(C)(C(C(C(C(CO)=C)=O)O)O)=O	f39bb4326afc7ae6
C(CO)(CC(C(C(C=O)=C)O)O)=O	89c7aaa1ab7c938b
C(C)(C(C(C(C(C=O)=C)O)O)O)=O	4fd35880a8961c99
C(C(C(C(CC(CO)=O)O)=C)O)=O	311117d96f996b17
C(C(C(C(C(C(C)=O)O)O)=C)O)=O	f94ae19c9698fc14
C(CO)(CC(C=C(C=O)CO)O)=O	c871878da6c84f12
C(C)(C(C(C=C(C=O)CO)O)O)=O	c4140314e4b619ae
C(CO)(CC(C(CO)=CC=O)O)=O	f6e22eacad6e0daf
C(C)(C(C(C(CO)=CC=O)O)O)=O	2132f978240d416d
C(CO)(CC(C(C(CO)=O)=C)O)=O	a9ef6c73d13265cf
C(C)(C(C(C(C(CO)=O)=C)O)O)=O	316ada34be6cfe5a
C(CC(C(C=O)=C)(CO)O)(CO)=O	5c2cdb74ad45bb4e
C(C(C(C(C=O)=C)(CO)O)O)(C)=O	2773118b6014198c
C=C(C=O)C(C(C(CO)(C)O)O)=O	94ee737e1d27fc06
C(C(C(C=C)(CC(CO)=O)O)O)=O	32eb61a8057e2d66
C(C(C(C=C)(C(C(C)=O)O)O)O)=O	6e73f45d97bcef2a
C(CO)(CC(C=C)O)=O	56544c99affcf258
C(C)(C(C(C=C)O)O)=O	3a432aa8962f04bb
C(CO)(CC(C(C=CC=O)O)O)=O	c3f1c8c186f34eac
C(C)(C(C(C(C=CC=O)O)O)O)=O	bb3faf3af0d80cce
C(C(C=CC(CC(CO)=O)O)O)=O	e013a18c17aeb006
C(C(C=CC(C(C(C)=O)O)O)O)=O	f1d9efe1b87ac195
C(CO)(CC(C(C=O)=CCO)O)=O	73f991921d470ab9
C(C)(C(C(C(C=O)=CCO)O)O)=O	c326247581497360
C(C(C=CCO)(CC(CO)=O)O)=O	e35bd1d55a30ee8b
C(C(C=CCO)(C(C(C)=O)O)O)=O	6d3b6c526014d649
C(CO)(CC(C(C=CCO)=O)O)=O	63985fc8d5ec7a72
C(C)(C(C(C(C=CCO)=O)O)O)=O	249f303696b49e26
C(CO)(CC(C(C=C)O)O)=O	7e542577998f5f83
C(C)(C(C(C(C=C)O)O)O)=O	41d09b77ad124f47
C(CO)(CC(C=CCO)O)=O	9dea01b2fede6e1
C(C)(C(C(C=CCO)O)O)=O	2227362f31d78f59
C(CO)(CC(C=CC(CO)=O)O)=O	fa1de5b20ee5a7df
C(C)(C(C(C=CC(CO)=O)O)O)=O	164ca6d4de1b11ce
C(CC(C=CC=O)(CO)O)(CO)=O	a1472544f1024eb8
C(C(C(C=CC=O)(CO)O)O)(C)=O	a806fc2604bc575c
C(C=CC(C(C(CO)(C)O)O)=O)=O	aa370232a412640e
C(CC(C=C)(CO)O)(CO)=O	5343a76826136d80
C(C(C(C=C)(CO)O)O)(C)=O	df84f6350523b9d6
C=CC(C(C(CO)(C)O)O)=O	ffb94dd609b49fcd
