Index	Reagents	Products	Rule	Energy Change
368_0	['N', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)N)O)=O)=O']	Mannich Addition	-11.61
370_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)N)=O)O)=O']	Mannich Addition	-11.61
372_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)N)(C(CO)O)=O']	Mannich Addition	-11.61
374_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)O)(C(CN)O)=O']	Mannich Addition	-18.34
378_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)O)(CCN)=O']	Mannich Addition	-18.34
379_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(C(CC(CO)=O)N)O)=O']	Mannich Addition	-11.61
380_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C(C(C)=O)O)N)O)=O']	Mannich Addition	-11.61
381_0	['N', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(C=O)O)N)O)=O']	Mannich Addition	-11.61
383_0	['N', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(C=O)O)O)N)=O']	Mannich Addition	-11.61
386_0	['C(C(C(CO)O)O)=O']	['C1C(C(C(O)O1)O)O']	Hemiacetal Formation for 5 membered rings	-1.6
388_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C1(C(C(C(CO)O1)O)O)O)O']	Hemiacetal Formation for 5 membered rings	-2.63
390_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C1C(C(C(CN)(O)O1)O)O)O']	Hemiacetal Formation for 5 membered rings	-2.63
391_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(C(CO)O)C1)=O']	Hemiacetal Formation for 5 membered rings	-12.13
402_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C1C(C(C(C)(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	-2.63
403_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C1C(C(C(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	-1.45
406_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC1C(C(C(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	-1.45
410_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C1C(C(C(C(CO)(O)O1)O)O)O']	Hemiacetal Formation for 6 membered rings	-5.48
412_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C1C(C(C(C(CN)(O)O1)O)O)O']	Hemiacetal Formation for 6 membered rings	-5.48
413_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(CO)C(C1)O)=O']	Hemiacetal Formation for 6 membered rings	-14.83
416_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)OC(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings	-2.0
418_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(CO)OC(C(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings	-14.83
422_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['C(C1C(C(C(C(O)O1)O)N)O)O']	Hemiacetal Formation for 6 membered rings	-1.65
423_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OCC(C(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
424_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(COC(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings	-4.85
426_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(COC(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
427_0	['C(C(C(C=O)O)O)(CCO)=O']	['C1(C(C(C(O)OCC1)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
428_0	['C(C(C(CC(CO)=O)O)O)=O']	['C1(COC(C(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
430_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['C1C(C(C(C(C(O)O1)O)N)O)O']	Hemiacetal Formation for 7 membered rings	-4.5
435_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O)O1)O)O)=O']	Ring Closure 5 membered O, O	-20.13
437_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O1)O)O)O)=O']	Ring Closure 6 membered O, O	-22.83
439_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO1)O)O)O)O)=O']	Ring Closure 7 membered O, O	-25.68
