Index	Reagents	Products	Rule	Energy Change
269_0	['O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	53.84
270_0	['O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	97.97
271_0	['O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	41.01
272_0	['O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	41.01
273_0	['O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	41.01
274_0	['O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	45.4
275_0	['O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	39.01
277_0	['C(C(C(CO)O)O)=O']	['C1C(C(C(O)O1)O)O']	Hemiacetal Formation for 5 membered rings	-1.6
279_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C1(C(C(C(CO)O1)O)O)O)O']	Hemiacetal Formation for 5 membered rings	-2.63
280_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(C(CO)O)C1)=O']	Hemiacetal Formation for 5 membered rings	-12.13
282_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	6.45
283_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)O)OC(C1)O)=O']	Hemiacetal Formation for 5 membered rings	0.7
285_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CC1(C(C(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	10.05
287_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(C1(CC(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	63.25
289_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C1C(CC(CO)(O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	6.45
291_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C1C(C(C(C)(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	-2.63
292_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C1C(C(C(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	-1.45
294_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C(C1C(CC(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	7.63
295_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC1C(C(C(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	-1.45
297_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C1C(C(C(C(CO)(O)O1)O)O)O']	Hemiacetal Formation for 6 membered rings	-5.48
298_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(CO)C(C1)O)=O']	Hemiacetal Formation for 6 membered rings	-14.83
300_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings	3.6
301_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)OC(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings	-2.0
302_0	['C(C(C(CC(CO)O)=O)O)=O']	['C1(C(C(O)OC(CO)C1)O)=O']	Hemiacetal Formation for 6 membered rings	42.12
303_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(CO)OC(C(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings	-14.83
305_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(CC(O1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings	4.93
306_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OCC(C(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
307_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(COC(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings	-4.85
308_0	['C(C(C(CC(CO)O)=O)O)=O']	['C1(C(C(O)OCC(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings	39.27
309_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(COC(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
310_0	['C(C(C(C=O)O)O)(CCO)=O']	['C1(C(C(C(O)OCC1)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
311_0	['C(C(C(CC(CO)=O)O)O)=O']	['C1(COC(C(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
312_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 5 membered rings, inverse	1.45
313_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 6 membered rings, inverse	4.15
314_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 7 membered rings, inverse	7.01
316_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O)O1)O)O)=O']	Ring Closure 5 membered O, O	-20.13
318_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O1)O)O)O)=O']	Ring Closure 6 membered O, O	-22.83
320_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO1)O)O)O)O)=O']	Ring Closure 7 membered O, O	-25.68
