Generation	Inchi	Smiles	Pathway
G4	JEATVIGJQMICRN	C(C(CN)C(C(CCO)=O)O)=O	['C(C(CN)C(C(CCO)=O)O)=O', ['8687_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['90_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BCMYESCQHVXNNU	C(C(C(CCO)O)C(C=O)O)=O	['C(C(C(CCO)O)C(C=O)O)=O', ['8695_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	XQANVGVJRDORSN	C(C(CO)C(C(CC=O)O)O)=O	['C(C(CO)C(C(CC=O)O)O)=O', ['8697_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	QMEFTNOUIKRPIH	C(C(CO)C(CC(C=O)O)O)=O	['C(C(CO)C(CC(C=O)O)O)=O', ['8699_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	UFDQVKKZIJVGJA	C(C(C(CO)(C)O)C(C=O)O)=O	['C(C(C(CO)(C)O)C(C=O)O)=O', ['8716_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RZMXAXYXCMZZKG	C(CC(C(CC(CO)=O)O)O)=O	['C(CC(C(CC(CO)=O)O)O)=O', ['8718_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YXINUGWAIZLHJK	C(C(CC(CC(CO)=O)O)O)=O	['C(C(CC(CC(CO)=O)O)O)=O', ['8720_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BPNLIVPLQNLIGW	C(CC(C(C(C(C)=O)O)O)O)=O	['C(CC(C(C(C(C)=O)O)O)O)=O', ['8722_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	QXPRRNBQNVREIJ	C(C(CC(C(C(C)=O)O)O)O)=O	['C(C(CC(C(C(C)=O)O)O)O)=O', ['8724_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MMOPRXNVDSOTGT	C(C(C(C(C)N)O)C(C=O)O)=O	['C(C(C(C(C)N)O)C(C=O)O)=O', ['8738_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	VJKAPOKKOAFTEN	C(C(C(C)(CN)O)C(C=O)O)=O	['C(C(C(C)(CN)O)C(C=O)O)=O', ['8740_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JVCLKXZLPYASAS	C(CC(C(CC(CN)=O)O)O)=O	['C(CC(C(CC(CN)=O)O)O)=O', ['8742_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MYPDQASEFNNPJG	C(C(CC(CC(CN)=O)O)O)=O	['C(C(CC(CC(CN)=O)O)O)=O', ['8744_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IGONIXPFVMKIDF	C(CC(C(C(C(C)=O)N)O)O)=O	['C(CC(C(C(C(C)=O)N)O)O)=O', ['8746_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	XOGWWIFQTDCKPA	C(C(CC(C(C(C)=O)N)O)O)=O	['C(C(CC(C(C(C)=O)N)O)O)=O', ['8748_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	REZYLXOSTUXQQD	C(C(C(C=O)C(C(N)=C)O)O)=O	['C(C(C(C=O)C(C(N)=C)O)O)=O', ['8750_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	XYOQVXHZUMSNTJ	C(C(C(C=O)C(C=CN)O)O)=O	['C(C(C(C=O)C(C=CN)O)O)=O', ['8758_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BGSUUPDWSJTQLY	C(C(C(CCN)O)C(C=O)O)=O	['C(C(C(CCN)O)C(C=O)O)=O', ['8760_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SKRVXJUSYYLHQF	C(C(CN)C(C(CC=O)O)O)=O	['C(C(CN)C(C(CC=O)O)O)=O', ['8762_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	KXNMIRMTFWFIFY	C(C(CN)C(CC(C=O)O)O)=O	['C(C(CN)C(CC(C=O)O)O)=O', ['8764_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	QAKLTXHGLSBIJX	C(C(C(CO)=O)C(CCO)O)=O	['C(C(C(CO)=O)C(CCO)O)=O', ['8773_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	VRIHCFFSVMDVKG	C(CC(C(C(CCO)O)O)=O)=O	['C(CC(C(C(CCO)O)O)=O)=O', ['8775_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PXNCXCQIRQWEET	C(C(CO)C(CO)(CC=O)O)=O	['C(C(CO)C(CO)(CC=O)O)=O', ['8778_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LMMRWYGKCKPPMA	C(C(C(CO)=O)C(CO)(C)O)=O	['C(C(C(CO)=O)C(CO)(C)O)=O', ['8804_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JSXSXEUMAGNLEY	C(CC(C(C(CO)(C)O)O)=O)=O	['C(CC(C(C(CO)(C)O)O)=O)=O', ['8806_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BXIDKVOKEHHOPM	C(CO)(CC(CC(CO)=O)O)=O	['C(CO)(CC(CC(CO)=O)O)=O', ['8808_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RUNLLBDJYYNYBM	C(CC(CO)(CC(CO)=O)O)=O	['C(CC(CO)(CC(CO)=O)O)=O', ['8810_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OYBUHTPOGNLJMY	C(C)(C(C(CC(CO)=O)O)O)=O	['C(C)(C(C(CC(CO)=O)O)O)=O', ['8812_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PZLXLRJPTYMEMW	C(CC(CO)(C(C(C)=O)O)O)=O	['C(CC(CO)(C(C(C)=O)O)O)=O', ['8814_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NXZBGBMNVDTACS	C(C(C(CO)=O)C(C(C)N)O)=O	['C(C(C(CO)=O)C(C(C)N)O)=O', ['8838_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MJJKNHJFDOAERO	C(CC(C(C(C(C)N)O)O)=O)=O	['C(CC(C(C(C(C)N)O)O)=O)=O', ['8840_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CZWVZQSRPDVABJ	C(C(C(CO)=O)C(C)(CN)O)=O	['C(C(C(CO)=O)C(C)(CN)O)=O', ['8842_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	TUVVIXVATHNNLG	C(CC(C(C(C)(CN)O)O)=O)=O	['C(CC(C(C(C)(CN)O)O)=O)=O', ['8844_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DZUUORJUCUPNMA	C(CC(CO)(CC(CN)=O)O)=O	['C(CC(CO)(CC(CN)=O)O)=O', ['8847_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ZICYKPCANDEWLD	C(CC(CO)(C(C(C)=O)N)O)=O	['C(CC(CO)(C(C(C)=O)N)O)=O', ['8850_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PNCAMEDTDDWBLJ	C(C(C(CO)=O)C(C(N)=C)O)=O	['C(C(C(CO)=O)C(C(N)=C)O)=O', ['8852_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YVJMGRTYMGGMLJ	C(CC(C(C(C(N)=C)O)O)=O)=O	['C(CC(C(C(C(N)=C)O)O)=O)=O', ['8854_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OPXRLDLBCHZPGN	C(C(C(CO)=O)C(C=CN)O)=O	['C(C(C(CO)=O)C(C=CN)O)=O', ['8868_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	VVCSNTPCVGRXDH	C(CC(C(C(C=CN)O)O)=O)=O	['C(CC(C(C(C=CN)O)O)=O)=O', ['8870_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WPKCFMLTPCRDRR	C(C(C(CO)=O)C(CCN)O)=O	['C(C(C(CO)=O)C(CCN)O)=O', ['8872_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SWLNBIQKJGCSCT	C(CC(C(C(CCN)O)O)=O)=O	['C(CC(C(C(CCN)O)O)=O)=O', ['8874_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JEMBVUMOCCJICW	C(C(C(CC(CO)=O)O)CN)=O	['C(C(C(CC(CO)=O)O)CN)=O', ['8876_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YGFJSFCNUZIJCY	C(C(CN)C(CO)(CC=O)O)=O	['C(C(CN)C(CO)(CC=O)O)=O', ['8878_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JWUYOFINULWHSL	C(C(C(CC(CCO)O)=O)O)=O	['C(C(C(CC(CCO)O)=O)O)=O', ['8885_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MVPCYYVQLCHMNK	C(C(CO)C(C)(C(C=O)O)O)=O	['C(C(CO)C(C)(C(C=O)O)O)=O', ['8888_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ZRMBXIKASCPRFG	C(C(C(CC(CO)(C)O)=O)O)=O	['C(C(C(CC(CO)(C)O)=O)O)=O', ['8906_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GWUZMTCEZFZAML	C(C(C(C)(CC(CO)=O)O)O)=O	['C(C(C(C)(CC(CO)=O)O)O)=O', ['8909_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RMFHJNQCSIVIEA	C(C)(C(C(C(C(C)=O)O)O)O)=O	['C(C)(C(C(C(C(C)=O)O)O)O)=O', ['8911_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MUNUQZQBUPPELK	C(C(C(C)(C(C(C)=O)O)O)O)=O	['C(C(C(C)(C(C(C)=O)O)O)O)=O', ['8913_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IQUQOBAMUZHDGS	C(C(C(CC(C(C)N)O)=O)O)=O	['C(C(C(CC(C(C)N)O)=O)O)=O', ['8929_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HBNZYSBCCGRRMH	C(C(C(CC(C)(CN)O)=O)O)=O	['C(C(C(CC(C)(CN)O)=O)O)=O', ['8931_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MRBGNCWQCVHBPL	C(C(C(C)(CC(CN)=O)O)O)=O	['C(C(C(C)(CC(CN)=O)O)O)=O', ['8934_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SADAXDSJTYVGIZ	C(C(C(C)(C(C(C)=O)N)O)O)=O	['C(C(C(C)(C(C(C)=O)N)O)O)=O', ['8937_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ZHMALKFSSAQLTL	C(C(C(CC(C(N)=C)O)=O)O)=O	['C(C(C(CC(C(N)=C)O)=O)O)=O', ['8939_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	KJYCACAYYBLRMG	C(C(C(CC(C=CN)O)=O)O)=O	['C(C(C(CC(C=CN)O)=O)O)=O', ['8947_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	QYONTFCBSVGNMX	C(C(C(CC(CCN)O)=O)O)=O	['C(C(C(CC(CCN)O)=O)O)=O', ['8949_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BMKZZTMKBYWFPP	C(C(C(C(C(C)=O)O)O)CN)=O	['C(C(C(C(C(C)=O)O)O)CN)=O', ['8951_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ROACOAXWXRLMKR	C(C(CN)C(C)(C(C=O)O)O)=O	['C(C(CN)C(C)(C(C=O)O)O)=O', ['8953_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	POGUNXVLPIQKMG	C(CC(CC(C(CO)N)O)O)=O	['C(CC(CC(C(CO)N)O)O)=O', ['8960_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	ZDLVNORXXJJYHS	C(CC(CO)(C(C(C)O)O)O)=O	['C(CC(CO)(C(C(C)O)O)O)=O', ['8982_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	ZCYCKVBRHFPPIS	C(C(C(C)O)O)(C(C(C)O)O)=O	['C(C(C(C)O)O)(C(C(C)O)O)=O', ['8984_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	CBHAJAUVVPHQHX	C(CC(CC(CO)(CO)O)O)=O	['C(CC(CC(CO)(CO)O)O)=O', ['8986_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	DRVFAXFWCOQIDR	C(CC(CN)(C(C(C)O)O)O)=O	['C(CC(CN)(C(C(C)O)O)O)=O', ['8989_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	ACMWIOCDMFNFPY	C(C(C(C)O)O)(C(C(C)O)N)=O	['C(C(C(C)O)O)(C(C(C)O)N)=O', ['8991_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	WRCCMWWTFBKIQA	C(CC(CO)(C(C(C)O)N)O)=O	['C(CC(CO)(C(C(C)O)N)O)=O', ['8993_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	PQZYBVZMVKUSNA	C(CC(CC(CO)(CN)O)O)=O	['C(CC(CC(CO)(CN)O)O)=O', ['8996_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	GIELVHLQLNWOOC	C(CC(CC(C(CN)O)O)O)=O	['C(CC(CC(C(CN)O)O)O)=O', ['9117_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	VXCLZDHBRYKYPK	C(C(C(C)O)C(C(CN)O)O)=O	['C(C(C(C)O)C(C(CN)O)O)=O', ['9119_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	QWGYIOASIIBJED	C(CC(CC(C(CO)O)O)O)=O	['C(CC(CC(C(CO)O)O)O)=O', ['9121_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	XEBRCGAKPBATGG	C(CC(C(C(C=O)O)N)O)=O	['C(CC(C(C(C=O)O)N)O)=O', ['9126_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	KLKRYHYPTLIJEO	C(CC(C(C(CC=O)O)N)O)=O	['C(CC(C(C(CC=O)O)N)O)=O', ['9142_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	NNWQOFNIZCOJKB	C(C(C)(C(C(CC=O)O)N)O)=O	['C(C(C)(C(C(CC=O)O)N)O)=O', ['9147_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	NYRFXMHMWVJXDO	C(CC(C(C(C(C)=O)O)N)O)=O	['C(CC(C(C(C(C)=O)O)N)O)=O', ['9150_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	WXJUVQADOPTOAL	C(C(CC(CN)O)(CC=O)O)=O	['C(C(CC(CN)O)(CC=O)O)=O', ['9154_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	UDQUUHXRPHEDGV	C(CC(C(C(C)O)N)O)=O	['C(CC(C(C(C)O)N)O)=O', ['9158_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	YEXDGOWMKNRKPX	C(CC(CC(CN)O)O)=O	['C(CC(CC(CN)O)O)=O', ['9160_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	PQWJGGNBGKQKMK	C(CC(CO)(C(CO)N)O)=O	['C(CC(CO)(C(CO)N)O)=O', ['9167_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	HEIHCPZIJCPXFF	C(C(C(C)O)O)(C(CO)N)=O	['C(C(C(C)O)O)(C(CO)N)=O', ['9169_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	XLHCZWRIHKKWRV	C(C(C(CO)CO)(CC=O)O)=O	['C(C(C(CO)CO)(CC=O)O)=O', ['9180_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	RMWYOVJRKWSFOZ	C(CC(C(C(CO)CO)=O)O)=O	['C(CC(C(C(CO)CO)=O)O)=O', ['9182_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	OUTPSOONCVTDKA	C(CC(C(CO)C(C=O)O)O)=O	['C(CC(C(CO)C(C=O)O)O)=O', ['9185_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	AUDIXPADAKPIIJ	C(C(C(C(C(C)O)O)=O)CO)=O	['C(C(C(C(C(C)O)O)=O)CO)=O', ['9189_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	CBFOKEKSFJAASQ	C(CC(C(CO)O)(CC=O)O)=O	['C(CC(C(CO)O)(CC=O)O)=O', ['9192_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	SWPTYYGQWIDUPR	C(C(C(C(CO)O)=O)C(C)O)=O	['C(C(C(C(CO)O)=O)C(C)O)=O', ['9194_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
