Generation	Smiles	Inchi	Pathway
G4	C(C(C1C(C(CC1O)O)O)=O)=O	LXEPBSPLUZYIKY	['C(C(C1C(C(CC1O)O)O)=O)=O', ['2887_0', 'Aldol Condensation'], 'C(CC(C(CC(C=O)=O)O)O)=O', ['511_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(C(C1)O)C(C=O)O)O)=O	IRXAXBQTRSAYJV	['C1(C(C(C(C1)O)C(C=O)O)O)=O', ['2891_0', 'Aldol Condensation'], 'C(C(C(C=O)C(C(C)=O)O)O)=O', ['515_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(C(C1O)O)O)=O)=O	YWMHEJKIEFCJJV	['C(C1C(C(C(C1O)O)O)=O)=O', ['2899_0', 'Aldol Condensation'], 'C(C(C(CO)=O)C(C=O)O)=O', ['533_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['52_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['13_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CO)(CC(C1)O)O)O)=O	SQMRVQOKNRCTJH	['C1(C(C(CO)(CC(C1)O)O)O)=O', ['2905_0', 'Aldol Condensation'], 'C(CO)(CC(CC(CO)=O)O)=O', ['549_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['52_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['13_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CC(CO)(C1)O)O)O)=O	YZMXCBDBLMCWHI	['C1(C(C(CC(CO)(C1)O)O)O)=O', ['2907_0', 'Aldol Condensation'], 'C(CC(CO)(CC(CO)=O)O)=O', ['551_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['52_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['13_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(C)(C(C(C1)O)O)O)O)=O	DNVYPADLNRKKKZ	['C1(C(C(C)(C(C(C1)O)O)O)O)=O', ['2910_0', 'Aldol Condensation'], 'C(C)(C(C(CC(CO)=O)O)O)=O', ['553_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['52_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['13_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CC(C1)O)O)O)=O	CZMTWXOIKCDEOJ	['C1(C(C(CC(C1)O)O)O)=O', ['2913_0', 'Aldol Condensation'], 'C(CC(CC(CO)=O)O)=O', ['561_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['52_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['13_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(C(C(C)(C1)O)O)O)O)=O	DZDQCIVAYZUALQ	['C1(C(C(C(C(C)(C1)O)O)O)O)=O', ['2915_0', 'Aldol Condensation'], 'C(C(C(C)(CC(CO)=O)O)O)=O', ['574_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['54_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['15_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(C(C1C(C)O)O)O)O)=O	FLGFEDFPUSIHFO	['C1(C(C(C(C1C(C)O)O)O)O)=O', ['2924_0', 'Aldol Condensation'], 'C(CO)(C(C(C)O)C(C=O)O)=O', ['620_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['60_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(CC1(CO)O)O)O)=O	UCSMSJANAMMOML	['C(C1C(C(CC1(CO)O)O)O)=O', ['2926_0', 'Aldol Condensation'], 'C(CC(C(CC(CO)=O)O)O)=O', ['624_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['60_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(CO)(C1C(C(CC1O)O)O)=O	VVXDOCTVPWXEKT	['C(CO)(C1C(C(CC1O)O)O)=O', ['2928_0', 'Aldol Condensation'], 'C(CC(C(CC(CO)=O)O)O)=O', ['624_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['60_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CC(C(C1)O)O)O)O)=O	YIIYTJROCKPNRE	['C1(C(C(CC(C(C1)O)O)O)O)=O', ['2930_0', 'Aldol Condensation'], 'C(CC(C(CC(CO)=O)O)O)=O', ['624_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['60_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(CO)C(C(C1CO)=O)O)=O	OTWSFWOBFMEMKE	['C1(C(CO)C(C(C1CO)=O)O)=O', ['2943_0', 'Aldol Condensation'], 'C(CCO)(C(C(C=O)=O)CO)=O', ['681_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(C(C(C(CO)C1)=O)O)O)=O	KGLDCUXCDWKUCK	['C1(C(C(C(C(CO)C1)=O)O)O)=O', ['2945_0', 'Aldol Condensation'], 'C(CC(C(C=O)=O)CO)(CO)=O', ['685_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(C(CO)CC(C1O)=O)O)=O	BBKQOCALUBQPHW	['C(C1(C(CO)CC(C1O)=O)O)=O', ['2947_0', 'Aldol Condensation'], 'C(CC(C(C=O)=O)CO)(CO)=O', ['685_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(CC(C(C1O)=O)CO)O)=O	KHZIHNVGJVJSTH	['C(C1(CC(C(C1O)=O)CO)O)=O', ['2950_0', 'Aldol Condensation'], 'C(CO)(C(CO)CC(C=O)=O)=O', ['687_0', 'Aldol Condensation'], 'C=O']
G4	C(C1C(C(C(C1O)=O)CO)O)=O	QIEUDWQTLABOOV	['C(C1C(C(C(C1O)=O)CO)O)=O', ['2952_0', 'Aldol Condensation'], 'C(CC(C(C(C=O)=O)CO)O)=O', ['693_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(C(CO)C(C1CO)O)=O)=O	BZZSNLCDQCKRKA	['C1(C(C(CO)C(C1CO)O)=O)=O', ['2954_0', 'Aldol Condensation'], 'C(C(C(C(CCO)=O)=O)CO)=O', ['697_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(CO)C(C(C(C1)=O)O)O)=O	RMKYXKRKXPRFLT	['C1(C(CO)C(C(C(C1)=O)O)O)=O', ['2956_0', 'Aldol Condensation'], 'C(C(C(CC(CO)=O)=O)CO)=O', ['701_0', 'Aldol Condensation'], 'C=O']
G4	C1(CC(C(C(C1CO)=O)O)O)=O	CTEFDYZIMHOJHA	['C1(CC(C(C(C1CO)=O)O)O)=O', ['2958_0', 'Aldol Condensation'], 'C(CC=O)(C(C(CO)=O)CO)=O', ['703_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(CO)C(CC(C1O)=O)O)=O	QCQZJTKBXRNOMT	['C1(C(CO)C(CC(C1O)=O)O)=O', ['2960_0', 'Aldol Condensation'], 'C(C(C(C(C(C)=O)O)=O)CO)=O', ['707_0', 'Aldol Condensation'], 'C=O']
G4	C(C1C(C(C(CO)C1O)O)=O)=O	WDJFEZWNOLVBRS	['C(C1C(C(C(CO)C1O)O)=O)=O', ['2964_0', 'Aldol Condensation'], 'C(C(CO)C(C(CC=O)=O)O)=O', ['713_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(CO)C(C=O)C(C1O)O)=O	SWJRCEWGKUKTBM	['C1(C(CO)C(C=O)C(C1O)O)=O', ['2968_0', 'Aldol Condensation'], 'C(C(CO)CC=O)(C(C=O)O)=O', ['719_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(CC(C(C1CO)O)O)=O)=O	KJZFCVIJSHGLPS	['C1(C(CC(C(C1CO)O)O)=O)=O', ['2970_0', 'Aldol Condensation'], 'C(C(C(C(C(C)=O)=O)CO)O)=O', ['723_0', 'Aldol Condensation'], 'C=O']
G4	C(C1C(C(CO)C(C1O)O)=O)=O	LENMPSWBWUFWMA	['C(C1C(C(CO)C(C1O)O)=O)=O', ['2973_0', 'Aldol Condensation'], 'C(C(CO)C(C=O)O)(CC=O)=O', ['727_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(C(C(C1)O)(CCO)O)O)=O	BLJXDZKIYZYCMM	['C1(C(C(C(C1)O)(CCO)O)O)=O', ['2975_0', 'Aldol Condensation'], 'C(CC(C(CCO)=O)O)(CO)=O', ['775_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['62_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['19_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(CC(CO)(C1CO)O)O)=O	IMMBXJLKNZMQED	['C1(C(CC(CO)(C1CO)O)O)=O', ['2977_0', 'Aldol Condensation'], 'C(CC(C(CCO)=O)O)(CO)=O', ['775_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['62_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['19_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(CC(C1CO)O)O)=O	ABOBCDUIJRUDLU	['C1(C(CC(C1CO)O)O)=O', ['2981_0', 'Aldol Condensation'], 'C(CC(C(CCO)=O)O)=O', ['784_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['62_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['19_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(C(C1(C)O)O)O)O)=O	RVLQRYXPGKHGPS	['C(C1C(C(C(C1(C)O)O)O)O)=O', ['2986_0', 'Aldol Condensation'], 'C(CC(C(C(C(C)=O)O)O)O)=O', ['808_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['66_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['19_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(C(CC(C1)O)O)O)O)=O	APAWFBZPZNDMGP	['C1(C(C(C(CC(C1)O)O)O)O)=O', ['2988_0', 'Aldol Condensation'], 'C(CC(C(C(C(C)=O)O)O)O)=O', ['808_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['66_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['19_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(CC1O)O)O)=O	PPSMBMYANALASS	['C(C1C(C(CC1O)O)O)=O', ['2999_0', 'Aldol Condensation'], 'C(CC(C(CC=O)O)O)=O', ['848_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['74_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['25_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(CO)C(C(C1O)=O)O)=O	OSVHIPMBQOKWIS	['C1(C(CO)C(C(C1O)=O)O)=O', ['3217_0', 'Aldol Condensation'], 'C(CCO)(C(C(C=O)=O)O)=O', ['1130_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(C(O)=O)O)O)(CCO)=O', ['140_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(CC(C1O)=O)O)O)=O	FADFTXBGVRPJKY	['C(C1(C(CC(C1O)=O)O)O)=O', ['3219_0', 'Aldol Condensation'], 'C(CO)(CC(C(C=O)=O)O)=O', ['1132_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(CC(CO)=O)O)O)(O)=O', ['142_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(C(CC1O)=O)O)O)=O	UERLNWAJHYJYLF	['C1(C(C(C(CC1O)=O)O)O)=O', ['3221_0', 'Aldol Condensation'], 'C(CO)(CC(C(C=O)=O)O)=O', ['1132_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(CC(CO)=O)O)O)(O)=O', ['142_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(C(C(C1)=O)O)O)O)=O	CRUGNNUEIXSRRK	['C(C1(C(C(C(C1)=O)O)O)O)=O', ['3223_0', 'Aldol Condensation'], 'C(C)(C(C(C(C=O)=O)O)O)=O', ['1134_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(C(C(C)=O)O)O)O)(O)=O', ['144_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(C(C1O)=O)O)O)=O	XKYAHSJLZUPUGK	['C(C1C(C(C(C1O)=O)O)O)=O', ['3226_0', 'Aldol Condensation'], 'C(CC(C(C(C=O)=O)O)O)=O', ['1136_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CC(C(C(C(O)=O)O)O)O)=O', ['146_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CC1O)O)O)=O	UYXNQXGILWQCMO	['C1(C(C(CC1O)O)O)=O', ['3228_0', 'Aldol Condensation'], 'C(CC(C(CO)=O)O)=O', ['1160_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)=O)O)=O', ['85_0', 'Keto-enol migration twice'], 'C(CC(C(C(CO)O)O)=O)=O', ['13_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(CO)(C1C(C(CO1)O)O)=O	CXHKOMMHROFWRE	['C(CO)(C1C(C(CO1)O)O)=O', ['3240_0', 'Aldol Condensation'], 'C(C(COCC(CO)=O)O)=O', ['1252_0', 'Retro Aldol'], 'C1(COCC(C(C1O)O)O)=O', ['242_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CO)(CC(O1)O)O)=O	WEKMDDQOENUWCC	['C(C1C(CO)(CC(O1)O)O)=O', ['3244_0', 'Aldol Condensation'], 'C(CO)(CC(OCC=O)O)=O', ['1258_0', 'Retro Aldol'], 'C1(C(C(COC(C1)O)O)O)=O', ['246_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(CO)(C1C(O)OCC1O)=O	JSVWUQQERXCXKZ	['C(CO)(C1C(O)OCC1O)=O', ['3246_0', 'Aldol Condensation'], 'C(CO)(CC(OCC=O)O)=O', ['1258_0', 'Retro Aldol'], 'C1(C(C(COC(C1)O)O)O)=O', ['246_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C)(C(C(O1)O)O)O)=O	GWTCQJOEFRMYTB	['C(C1C(C)(C(C(O1)O)O)O)=O', ['3249_0', 'Aldol Condensation'], 'C(C)(C(C(OCC=O)O)O)=O', ['1262_0', 'Retro Aldol'], 'C1(C(C(O)OCC(C1)O)O)=O', ['248_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(CO)(C1COC(C1O)O)=O	MJHXDAWASMCHQT	['C(CO)(C1COC(C1O)O)=O', ['3254_0', 'Aldol Condensation'], 'C(CO)(CCOC(C=O)O)=O', ['1266_0', 'Retro Aldol'], 'C1(C(C(C(O)OCC1)O)O)=O', ['252_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['31_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CO)(O)OCC1O)=O	NPTRUIBZTVLGTH	['C(C1C(CO)(O)OCC1O)=O', ['3258_0', 'Aldol Condensation'], 'C(CC(CO)(OCC=O)O)=O', ['1281_0', 'Retro Aldol'], 'C(C1C(CC(CO)(O1)O)O)=O', ['289_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(C=CC1O)O)O)=O	WQWQVAVIACSGEW	['C1(C(C(C=CC1O)O)O)=O', ['3279_0', 'Aldol Condensation'], 'C(CO)(C(C=CC=O)O)=O', ['1421_0', 'Keto-enol migration twice'], 'C(C=CC(C(CO)O)=O)=O', ['260_0', 'Elimination2'], 'C(CC(C=O)O)(C(CO)O)=O', ['17_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1C(CO)(C(C(C=1)=O)O)O	ITGKTFOGGJUADF	['C1C(CO)(C(C(C=1)=O)O)O', ['3281_0', 'Aldol Condensation'], 'C(C=CC(CO)=O)(CO)=O', ['1427_0', 'Keto-enol migration twice'], 'C(C(C=CC(CO)=O)O)=O', ['264_0', 'Elimination2'], 'C(C(C(CC(CO)=O)O)O)=O', ['21_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CC1)(CO)O)O)=O	RCZRZMMFBMOZKE	['C1(C(C(CC1)(CO)O)O)=O', ['3283_0', 'Aldol Condensation'], 'C(CO)(CCC(CO)=O)=O', ['1478_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(CC(C(C1CO)O)O)=O	FGPPPIHCDAQECN	['C1(CC(C(C1CO)O)O)=O', ['3285_0', 'Aldol Condensation'], 'C(CC(C=O)O)(CCO)=O', ['1502_0', 'Cannizarro 2, glucose (oxidation)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(CCC(C1O)=O)O)(O)=O	MOHWGWUUMIOSNY	['C(C1(CCC(C1O)=O)O)(O)=O', ['3287_0', 'Aldol Condensation'], 'C(CO)(CCC(C(O)=O)=O)=O', ['1576_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(CC(C(C1)=O)O)O)(O)=O	MCZBBTPWJZVJRY	['C(C1(CC(C(C1)=O)O)O)(O)=O', ['3289_0', 'Aldol Condensation'], 'C(C)(C(CC(C(O)=O)=O)O)=O', ['1578_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(CC1O)O)=O)(O)=O	CYCJYDJAWCHTES	['C(C1C(C(CC1O)O)=O)(O)=O', ['3291_0', 'Aldol Condensation'], 'C(CC(C(CC=O)O)=O)(O)=O', ['1590_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CC(C1O)O)=O)(O)=O	ZDEGJDFQZKNFFG	['C(C1C(CC(C1O)O)=O)(O)=O', ['3293_0', 'Aldol Condensation'], 'C(CC(CC(C=O)O)=O)(O)=O', ['1604_0', 'Cannizarro 2, glucose (reduction)'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(CC(C)(C1O)O)=O)O)=O	KSZUGYGHDUSROW	['C(C1(C(CC(C)(C1O)O)=O)O)=O', ['3302_0', 'Aldol Condensation'], 'C(C(C(C)=O)(C(C(C)=O)O)O)=O', ['1706_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C)(C1(C(CC(C1O)=O)O)O)=O	MSDMGYIETYMHLU	['C(C)(C1(C(CC(C1O)=O)O)O)=O', ['3304_0', 'Aldol Condensation'], 'C(C(C(C)=O)(C(C(C)=O)O)O)=O', ['1706_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(C)(CC(C1O)=O)O)O)=O	STPPOUBRBMQYGG	['C(C1(C(C)(CC(C1O)=O)O)O)=O', ['3306_0', 'Aldol Condensation'], 'C(C(C(C)=O)(C(C(C)=O)O)O)=O', ['1706_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(CC(C1(C)O)O)=O)O)=O	LCIIHXCGCVESHD	['C(C1(C(CC(C1(C)O)O)=O)O)=O', ['3308_0', 'Aldol Condensation'], 'C(C(C)(C(C=O)(C(C)=O)O)O)=O', ['1708_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(CC(C)(C(C1(CO)O)O)O)=O	CFLJAZOVLKVUFJ	['C1(CC(C)(C(C1(CO)O)O)O)=O', ['3310_0', 'Aldol Condensation'], 'C(C)(C(CO)(C(C(C)=O)O)O)=O', ['1710_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CO)(C(C)(C1)O)O)O)=O	NMSVPVYXWNMUPC	['C1(C(C(CO)(C(C)(C1)O)O)O)=O', ['3312_0', 'Aldol Condensation'], 'C(C)(C(CO)(C(C(C)=O)O)O)=O', ['1710_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(CC(C(C)(C1(CO)O)O)O)=O	VGOQNCJYAIOPSL	['C1(CC(C(C)(C1(CO)O)O)O)=O', ['3314_0', 'Aldol Condensation'], 'C(C(C)(C(C(C)=O)(CO)O)O)=O', ['1712_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['50_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['11_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(CC(C1O)O)=O)O)=O	BESORNCBPBQUNJ	['C(C1(C(CC(C1O)O)=O)O)=O', ['3329_0', 'Aldol Condensation'], 'C(C(C(C)=O)(C(C=O)O)O)=O', ['1730_0', 'Knoevenagel C'], 'C(C(C(C)=O)O)=O', ['54_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['15_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['40_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(CC(CC(C1(CO)O)=O)O)=O	GBCSPDPPBCFYGE	['C1(CC(CC(C1(CO)O)=O)O)=O', ['3345_0', 'Aldol Condensation'], 'C(CC=O)(C(C(C)=O)(CO)O)=O', ['1800_0', 'Knoevenagel C'], 'C=O']
G4	C1(C(CO)(C(CC(C1)=O)O)O)=O	HRZYZKXFTLNYHM	['C1(C(CO)(C(CC(C1)=O)O)O)=O', ['3347_0', 'Aldol Condensation'], 'C(C(C(CC(C)=O)=O)(CO)O)=O', ['1802_0', 'Knoevenagel C'], 'C=O']
