Generation	Smiles	Inchi	Pathway
G4	C1C(CC(O)O1)(C(CO)O)O	VTVRXQDXMNUSBX	['C1C(CC(O)O1)(C(CO)O)O', ['7014_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(C(CO)O)O)=O', ['142_0', 'Aldol Condensation'], 'C(CO)(C(CO)O)=O', ['26_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(CC(O)OC1CO)O)O	DWGCZUPQLPBMMR	['C(C1(CC(O)OC1CO)O)O', ['7016_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(C(CO)O)O)=O', ['142_0', 'Aldol Condensation'], 'C(CO)(C(CO)O)=O', ['26_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(CO)C(CC(O)O1)O)O	IBIGERKPHGAXTQ	['C(C1(CO)C(CC(O)O1)O)O', ['7024_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(CO)(CO)O)O)=O', ['148_0', 'Aldol Condensation'], 'C(C(CO)(CO)O)=O', ['38_0', 'Knoevenagel C'], 'C=O']
G4	C(C1(CC(C(CO)O1)O)O)=O	XCOLHFJYVWHMEU	['C(C1(CC(C(CO)O1)O)O)=O', ['7131_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(C(CO)O)O)=O)=O', ['268_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1C(CC(O)O1)O)O	PDWIQYODPROSQH	['C(C1C(CC(O)O1)O)O', ['7153_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(CO)O)O)=O', ['280_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C(C1C(CC(O)O1)O)O)O	GJVJUCHZHYDRCU	['C(C(C1C(CC(O)O1)O)O)O', ['7161_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(CO)O)O)O)=O', ['286_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1C(CO)(C(C(O)O1)O)O	ASNHGEVAWNWCRQ	['C1C(CO)(C(C(O)O1)O)O', ['7168_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)(CO)O)O)=O', ['308_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1C(C(C(CO)(O)O1)O)O	LQXVFWRQNMEDEE	['C1C(C(C(CO)(O)O1)O)O', ['7170_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(C(CO)O)O)=O', ['310_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(CO)C(CO1)O)O)=O	MZDPXEAQGDVOPV	['C(C1(C(CO)C(CO1)O)O)=O', ['7187_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)C(CO)O)=O)=O', ['332_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(O)OC(CO)C1CO)=O	CJCDVWPIOFYUOE	['C1(C(O)OC(CO)C1CO)=O', ['7189_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)C(CO)O)=O)=O', ['332_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C(C1C(CC(O)O1)O)O)=O	DLPYFNDTPUTRMF	['C(C(C1C(CC(O)O1)O)O)=O', ['7192_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(C=O)O)O)O)=O', ['334_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C(C1CC(C(O)O1)O)O)=O	NMRPPLQOBQIKCK	['C(C(C1CC(C(O)O1)O)O)=O', ['7195_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(C=O)O)O)O)=O', ['336_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C(C1C(O)OCC1O)O)=O	PYBCSDYNBDGVJP	['C(C(C1C(O)OCC1O)O)=O', ['7197_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)O)C(C=O)O)=O', ['338_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CO)OC(C1O)O)=O	JTOFKSVWHOIVAJ	['C(C1C(CO)OC(C1O)O)=O', ['7199_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)O)C(C=O)O)=O', ['338_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CC(CO)(O1)O)O)=O	DNFROWGDJNTHSQ	['C(C1C(CC(CO)(O1)O)O)=O', ['7201_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(CO)=O)O)O)=O', ['340_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CO)(CC(O1)O)O)=O	WEKMDDQOENUWCC	['C(C1C(CO)(CC(O1)O)O)=O', ['7203_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(C(C=O)O)O)=O', ['342_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(CC1(COC(C1O)O)O)=O	UOAVHWJOXPHMBZ	['C(CC1(COC(C1O)O)O)=O', ['7205_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(C(C=O)O)O)=O', ['342_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CO)(O)OCC1O)=O	NPTRUIBZTVLGTH	['C(C1C(CO)(O)OCC1O)=O', ['7209_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)=O)C(CO)O)=O', ['344_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(CC1(C(C(CO1)O)O)O)=O	OJFNRRYMUBSATR	['C(CC1(C(C(CO1)O)O)O)=O', ['7212_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(CO)O)O)=O)=O', ['346_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(C(C)(O1)O)O)O)=O	DUPMVEXRXRIHES	['C(C1C(C(C(C)(O1)O)O)O)=O', ['7215_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C(C)=O)O)O)O)=O', ['348_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C)(C(C(O1)O)O)O)=O	GWTCQJOEFRMYTB	['C(C1C(C)(C(C(O1)O)O)O)=O', ['7218_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C)(C(C=O)O)O)O)=O', ['350_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C(C1(CC(CO1)O)O)O)=O	XSOCZPWENAPSDW	['C(C(C1(CC(CO1)O)O)O)=O', ['7220_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(CO)O)=O)O)=O', ['352_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(O)OC(CO)C1O)=O	UEOOBZKAARMIMK	['C1(C(O)OC(CO)C1O)=O', ['7226_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(CO)O)O)=O)=O', ['367_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(C(CO)O)O)O)(O)=O', ['45_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(C(C(CO1)O)O)O)=O	ZZXLEJIKKHORGF	['C(C1(C(C(CO1)O)O)O)=O', ['7228_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(CO)O)O)=O)=O', ['367_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(C(CO)O)O)O)(O)=O', ['45_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(COC(C1O)O)O)=O	VMXYFFQICSQARG	['C(C1(COC(C1O)O)O)=O', ['7274_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CO)(C(C=O)O)O)=O', ['487_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(CO)C(CC(O1)O)O)=O	WPQDIHBVXJNACK	['C(C1(CO)C(CC(O1)O)O)=O', ['7278_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CO)(C(CC=O)O)O)=O', ['492_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(COC(C1(C)O)O)O)=O	CNVMDMVNMGDDBX	['C(C1(COC(C1(C)O)O)O)=O', ['7280_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CO)(C(C=O)(C)O)O)=O', ['494_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(COC(C)(C1O)O)O)=O	KKSKDVAZHJYOIJ	['C(C1(COC(C)(C1O)O)O)=O', ['7282_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CO)(C(C(C)=O)O)O)=O', ['496_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C1C(C(C(O)O1)(C(C)O)O)O	INKHWIYDHMSDMO	['C1C(C(C(O)O1)(C(C)O)O)O', ['7330_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)O)(C(C)O)O)=O', ['526_0', 'Knoevenagel C'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(C)(O)OCC1O)O)=O	RCSJTYXNJNIRAA	['C(C1(C(C)(O)OCC1O)O)=O', ['7335_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C)=O)(C(CO)O)O)=O', ['540_0', 'Knoevenagel C'], 'C(CO)=O']
G4	C(C1C(CC(O1)O)O)(O)=O	ARZAXRVZOKSZSH	['C(C1C(CC(O1)O)O)(O)=O', ['7359_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(O)=O)O)O)=O', ['564_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['14_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	C(C1(C(CO)OC(C1)O)O)=O	LEYVRCZGYVTJIM	['C(C1(C(CO)OC(C1)O)O)=O', ['7386_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)O)(CC=O)O)=O', ['590_0', 'Knoevenagel H'], 'C(CO)=O']
G4	C(C1(COC(CO)(C1)O)O)=O	RVQWMQLGLOKGDD	['C(C1(COC(CO)(C1)O)O)=O', ['7388_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CO)(CC(CO)=O)O)=O', ['627_0', 'Elimination + enol to keto'], 'C(C(CO)(C(C(CO)O)O)O)=O', ['36_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(CC(CO1)O)O)(O)=O	DONPUMGGARYEMQ	['C(C1(CC(CO1)O)O)(O)=O', ['7393_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(CO)O)=O)(O)=O', ['650_0', 'Elimination + enol to keto'], 'C(C(C(C(CO)O)O)O)(O)=O', ['45_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C1(COC(C(C1O)O)O)=O	UWORKXAOYBCSMC	['C1(COC(C(C1O)O)O)=O', ['7405_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(CO)=O)O)O)=O', ['69_0', 'Aldol Condensation'], 'C(C=O)=O', ['20_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['14_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	C1(COC(C(C)(C1O)O)O)=O	NPHQHBIAJQDPRC	['C1(COC(C(C)(C1O)O)O)=O', ['7417_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C)(C(C(CO)=O)O)O)=O', ['94_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['24_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C1(COC(C)(C(C1O)O)O)=O	DTLOHBTXNIYNQB	['C1(COC(C)(C(C1O)O)O)=O', ['7419_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C)(C(C(C(CO)=O)O)O)=O', ['96_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['24_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C1(C(O)OCC(CO)(C1)O)=O	VVWKTMFZWQQERU	['C1(C(O)OCC(CO)(C1)O)=O', ['7421_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(CC(CO)(CO)O)=O)=O', ['98_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['24_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C1C(C(CO)(CC(O)O1)O)O	TUSOLGWXDKFXGR	['C1C(C(CO)(CC(O)O1)O)O', ['7455_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CC(CO)(C(CO)O)O)=O', ['142_0', 'Aldol Condensation'], 'C(CO)(C(CO)O)=O', ['26_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1C(CO)(C(CC(O)O1)O)O	IITUNCPBJUZGAY	['C1C(CO)(C(CC(O)O1)O)O', ['7463_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CC(C(CO)(CO)O)O)=O', ['148_0', 'Aldol Condensation'], 'C(C(CO)(CO)O)=O', ['38_0', 'Knoevenagel C'], 'C=O']
G4	C(C1(CC(C(CO1)O)O)O)=O	LBJWYRASHSNTEP	['C(C1(CC(C(CO1)O)O)O)=O', ['7521_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(CC(C(CO)O)O)=O)=O', ['268_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C1C(C(CC(O)O1)O)O	ZVQAVWAHRUNNPG	['C1C(C(CC(O)O1)O)O', ['7543_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CC(C(CO)O)O)=O', ['280_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1C(C(CC(O)O1)O)O)O	PMMURAAUARKVCB	['C(C1C(C(CC(O)O1)O)O)O', ['7551_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CC(C(C(CO)O)O)O)=O', ['286_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1(C(C(O)OCC1)O)O)=O	SCNGPNFGUQYNPX	['C(C1(C(C(O)OCC1)O)O)=O', ['7560_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(CCO)(C(C=O)O)O)=O', ['328_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(O)OCC(C1CO)O)=O	PSWFZVWZHOZKFP	['C1(C(O)OCC(C1CO)O)=O', ['7562_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(CO)C(CO)O)=O)=O', ['332_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(CC(O1)O)O)O)=O	MRAMFUAQJIBLST	['C(C1C(C(CC(O1)O)O)O)=O', ['7564_0', 'Hemiacetal Formation for 6 membered rings'], 'C(CC(C(C(C=O)O)O)O)=O', ['334_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(CC(C(O1)O)O)O)=O	PETLSUCAXIXBRS	['C(C1C(CC(C(O1)O)O)O)=O', ['7566_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(CC(C=O)O)O)O)=O', ['336_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1CC(C(C(O1)O)O)O)=O	HCKSFUVFYRVDDY	['C(C1CC(C(C(O1)O)O)O)=O', ['7568_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(CC(C=O)O)O)O)=O', ['336_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C(C1C(C(O)OCC1O)O)=O	XPAXLUGNLUCGGE	['C(C1C(C(O)OCC1O)O)=O', ['7570_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(CO)O)C(C=O)O)=O', ['338_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(O)OCC(C1O)O)=O	OFKXRTOSNFSKMK	['C1(C(O)OCC(C1O)O)=O', ['7574_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(C(CO)O)O)=O)=O', ['367_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(C(CO)O)O)O)(O)=O', ['45_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(COC(CC1O)O)O)=O	QGYSYDXSQFEXNF	['C(C1(COC(CC1O)O)O)=O', ['7596_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(CO)(C(CC=O)O)O)=O', ['492_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C(C1(C(COC(C1)O)O)O)=O	YPSVVJTVAFEKEG	['C(C1(C(COC(C1)O)O)O)=O', ['7646_0', 'Hemiacetal Formation for 6 membered rings'], 'C(C(C(CO)O)(CC=O)O)=O', ['590_0', 'Knoevenagel H'], 'C(CO)=O']
G4	C1(COC(CC(C1O)O)O)=O	QNRLEHLSLNTDHH	['C1(COC(CC(C1O)O)O)=O', ['7659_0', 'Hemiacetal Formation for 7 membered rings'], 'C(CC(C(C(CO)=O)O)O)=O', ['90_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['24_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G4	C1C(C(C(CC(O)O1)O)O)O	GFQZRKXLZKAQSM	['C1C(C(C(CC(O)O1)O)O)O', ['7724_0', 'Hemiacetal Formation for 7 membered rings'], 'C(CC(C(C(CO)O)O)O)=O', ['286_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G4	C1(C(C(CO)(CO1)O)O)=O	MTSAHRPUAGVYCZ	['C1(C(C(CO)(CO1)O)O)=O', ['7777_0', 'Ring Closure 5 membered O, O'], 'C(C(C(CO)(CO)O)O)(O)=O', ['558_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['14_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	C(C(CCC(C(CO)O)O)=O)=O	OMRJXKSFEFXKBU	['C(C(CCC(C(CO)O)O)=O)=O', ['8033_0', 'Michael Addition 0,2, '], 'C(C(CO)O)O', ['28_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	C(C(CCC(CO)(CO)O)=O)=O	PQSPWSBYHMIZOT	['C(C(CCC(CO)(CO)O)=O)=O', ['8035_0', 'Michael Addition 0,2, '], 'C(C(CO)O)O', ['28_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	C(C(C(C(CO)O)O)CC=O)=O	WGSABKZNXVXKLU	['C(C(C(C(CO)O)O)CC=O)=O', ['8037_0', 'Michael Addition 0,2, '], 'C(C(CO)O)O', ['28_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	C(C(C(CO)(CO)O)CC=O)=O	HTNFRKAWQGFJRP	['C(C(C(CO)(CO)O)CC=O)=O', ['8039_0', 'Michael Addition 0,2, '], 'C(C(CO)O)O', ['28_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G5	C1(C(C2C(C1C(C2O)O)O)O)=O	ZRGFOMLLEPZMQI	['C1(C(C2C(C1C(C2O)O)O)O)=O', ['8092_0', 'Aldol Condensation'], 'C(C1C(C(CC(C1O)=O)O)O)=O', ['781_0', 'Aldol Condensation'], 'C(CC(C(CC(C=O)=O)O)O)=O', ['202_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['53_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G5	C1(C(C2(C(C1C(C2)O)O)O)O)=O	GILZLRYCLWVRBJ	['C1(C(C2(C(C1C(C2)O)O)O)O)=O', ['8095_0', 'Aldol Condensation'], 'C(C1(CC(CC(C1O)=O)O)O)=O', ['789_0', 'Aldol Condensation'], 'C(CO)(CC(CC(C=O)=O)O)=O', ['210_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['53_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G5	C1(CC2(C(C1(C(C2)O)O)O)O)=O	RZHXQGFNMAVZKR	['C1(CC2(C(C1(C(C2)O)O)O)O)=O', ['8098_0', 'Aldol Condensation'], 'C(C)(C1(C(CC(C1O)=O)O)O)=O', ['852_0', 'Aldol Condensation'], 'C(C(C(C)=O)(C(C(C)=O)O)O)=O', ['483_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['53_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['4_0', 'Aldol Condensation'], 'C=O']
G5	C1(C(C(C(C1O)O)C(C)O)O)=O	BZNNDJKSFMVVFY	['C1(C(C(C(C1O)O)C(C)O)O)=O', ['8175_0', 'Aldol Condensation'], 'C(C(C(C)O)C(C(CO)=O)O)=O', ['967_0', 'Aldol Condensation'], 'C(CC(C)O)=O', ['262_0', 'Aldol Condensation'], 'C(C)=O', ['63_0', 'Elimination + enol to keto'], 'C(CO)O', ['12_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G5	C1(C(C(C(C(C1)O)CO)O)O)=O	CCIYDRHZDCOOEK	['C1(C(C(C(C(C1)O)CO)O)O)=O', ['8181_0', 'Aldol Condensation'], 'C(C(CO)C(CC(CO)=O)O)=O', ['1037_0', 'Aldol Condensation'], 'C(C(C=O)CO)=O', ['291_0', 'Aldol Condensation'], 'C=O']
G5	C1(C(C(C(CO)C1O)O)O)=O	QJEBIWGZDFAUAU	['C1(C(C(C(CO)C1O)O)O)=O', ['8184_0', 'Aldol Condensation'], 'C(C(CO)C(C(CO)=O)O)=O', ['1055_0', 'Aldol Condensation'], 'C(CCO)=O', ['304_0', 'Aldol Condensation'], 'C=O']
G5	C1(CC(C(CO)C1(CO)O)O)=O	BKDLRFMYGPHOEB	['C1(CC(C(CO)C1(CO)O)O)=O', ['8186_0', 'Aldol Condensation'], 'C(C(CO)C(C(C)=O)(CO)O)=O', ['1065_0', 'Aldol Condensation'], 'C(CCO)=O', ['304_0', 'Aldol Condensation'], 'C=O']
G5	C1(C(C(C(CO)C1(C)O)O)O)=O	ZIMIGCWBQIBCAO	['C1(C(C(C(CO)C1(C)O)O)O)=O', ['8188_0', 'Aldol Condensation'], 'C(C(CO)C(C(CO)=O)(C)O)=O', ['1067_0', 'Aldol Condensation'], 'C(CCO)=O', ['304_0', 'Aldol Condensation'], 'C=O']
G5	C1(C(CC(CO)(C1O)O)O)=O	ZMGSZYMAJOOYKF	['C1(C(CC(CO)(C1O)O)O)=O', ['8222_0', 'Aldol Condensation'], 'C(CO)(C(CC(CO)=O)O)=O', ['1209_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['363_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['32_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G5	C1(C(C(C)(C(CO)(C1)O)O)O)=O	DJFWXBXPMDXHQG	['C1(C(C(C)(C(CO)(C1)O)O)O)=O', ['8250_0', 'Aldol Condensation'], 'C(C)(C(CO)(CC(CO)=O)O)=O', ['1282_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['389_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C1(CC(CO)(CC1(CO)O)O)=O	XWJWARSAIREELI	['C1(CC(CO)(CC1(CO)O)O)=O', ['8252_0', 'Aldol Condensation'], 'C(C)(C(CO)(CC(CO)=O)O)=O', ['1282_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['389_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C1(C(C(CO)(C(C)(C1)O)O)O)=O	NMSVPVYXWNMUPC	['C1(C(C(CO)(C(C)(C1)O)O)O)=O', ['8254_0', 'Aldol Condensation'], 'C(CO)(C(C)(CC(CO)=O)O)=O', ['1284_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['389_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C1(C(C(CO)(CC1(C)O)O)O)=O	KAMPFXOIERZZLM	['C1(C(C(CO)(CC1(C)O)O)O)=O', ['8256_0', 'Aldol Condensation'], 'C(CO)(C(C)(CC(CO)=O)O)=O', ['1284_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['389_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C1(CC(C)(C(C1(CO)O)O)O)=O	CFLJAZOVLKVUFJ	['C1(CC(C)(C(C1(CO)O)O)O)=O', ['8259_0', 'Aldol Condensation'], 'C(C)(C(CO)(C(C(C)=O)O)O)=O', ['1286_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['389_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C1(C(C(C)(C(C1(C)O)O)O)O)=O	UVZUGPKPEYVZFZ	['C1(C(C(C)(C(C1(C)O)O)O)O)=O', ['8262_0', 'Aldol Condensation'], 'C(CO)(C(C)(C(C(C)=O)O)O)=O', ['1288_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['389_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C1(C(C(C(C(C)O)(C1)O)O)O)=O	KHWWRNUNAWFTDQ	['C1(C(C(C(C(C)O)(C1)O)O)O)=O', ['8283_0', 'Aldol Condensation'], 'C(C(C(C)O)(CC(CO)=O)O)=O', ['1322_0', 'Aldol Condensation'], 'C(C(C(C)O)=O)=O', ['391_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C1(C(C(C(C1)O)(C(C)O)O)O)=O	XULYTAWBUJLECU	['C1(C(C(C(C1)O)(C(C)O)O)O)=O', ['8285_0', 'Aldol Condensation'], 'C(CC(C(C(C)O)=O)O)(CO)=O', ['1324_0', 'Aldol Condensation'], 'C(C(C(C)O)=O)=O', ['391_0', 'Keto-enol migration twice'], 'C(C(C(C)=O)O)=O', ['61_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['6_0', 'Aldol Condensation'], 'C(CO)=O']
