Generation	Smiles	Inchi	Pathway
G5	C(C(C(C(CO)O)O)O)=O	PYMYPHUHKUWMLA	['C(C(C(C(CO)O)O)O)=O', ['3846_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C)(C(CO)C(C(CO)O)O)=O	JVMMUJADRTVHIL	['C(C)(C(CO)C(C(CO)O)O)=O', ['3856_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CC(C(CO)O)O)(CCO)=O	KJCOKBISWJPJMQ	['C(CC(C(CO)O)O)(CCO)=O', ['3858_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CO)(CC(C(CO)O)O)=O	OXFWZSUJNURRMW	['C(CO)(CC(C(CO)O)O)=O', ['3860_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C)(C(C(C(CO)O)O)O)=O	IXDZFGATLNCIOI	['C(C)(C(C(C(CO)O)O)O)=O', ['3862_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C)O)(CC(C(CO)O)O)=O	HVVHUEXDYHCNDU	['C(C(C)O)(CC(C(CO)O)O)=O', ['3868_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(C(CO)O)O)O)(CC)=O	KUUUPBGIMDQHPF	['C(C(C(C(CO)O)O)O)(CC)=O', ['3870_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CO)(C(C)C(C(CO)O)O)=O	QQABUXZTGVMJRA	['C(CO)(C(C)C(C(CO)O)O)=O', ['3872_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(CCO)C(C(CO)O)O)=O	FEYGKQJPQGPECA	['C(C(CCO)C(C(CO)O)O)=O', ['3874_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['986_0', 'Retro Aldol'], 'C(C(CO)(C(C(C=O)=O)O)O)=O', ['89_0', 'Aldol Condensation'], 'C(C(CO)=O)=O', ['22_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(CO)O)(O)=O', ['5_0', 'Hydration of C(=O)C'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(CO)O)O)=O	YTBSYETUWUMLBZ	['C(C(C(CO)O)O)=O', ['3880_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(C)O)O)O)=O	WDRISBUVHBMJEF	['C(C(C(C(C)O)O)O)=O', ['3882_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(CO)(C(C)(C(C=O)O)O)=O	QEDCYTISSRHIRG	['C(CO)(C(C)(C(C=O)O)O)=O', ['3885_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C)(C(CO)(C(C=O)O)O)=O	VPNBLFIVNKFHGY	['C(C)(C(CO)(C(C=O)O)O)=O', ['3887_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(CO)=O)(CC(CO)O)=O	OKVIFNQBEGMUGM	['C(C(CO)=O)(CC(CO)O)=O', ['3889_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C)=O)(C(C(CO)O)O)=O	JPNOFZPGVHGIAU	['C(C(C)=O)(C(C(CO)O)O)=O', ['3891_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(CC(C)(C(C=O)O)O)(O)=O	LOHQLPKRQDRNOO	['C(CC(C)(C(C=O)O)O)(O)=O', ['3895_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C)=O)C(CO)O)(O)=O	PHPCSJMYFDEANF	['C(C(C(C)=O)C(CO)O)(O)=O', ['3897_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(CC(CC(CO)O)=O)(O)=O	UDWUPUVSRIHHMT	['C(CC(CC(CO)O)=O)(O)=O', ['3899_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C)(CCO)O)O)=O	HCIUECWWDXNPRU	['C(C(C(C)(CCO)O)O)=O', ['3901_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C)(C(CO)C(CO)O)=O	YFVQNRHPXIDNRI	['C(C)(C(CO)C(CO)O)=O', ['3903_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(CC(CO)O)(CCO)=O	RTESPEIDNJCLBG	['C(CC(CO)O)(CCO)=O', ['3905_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(CO)(C)O)O)=O	HTPZSALIZDTBIL	['C(C(C(CO)(C)O)O)=O', ['3923_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(CO)(CC(CO)O)=O	KKLZOXZZESQNKR	['C(CO)(CC(CO)O)=O', ['3925_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C)(C(C(CO)O)O)=O	IGUZJYCAXLYZEE	['C(C)(C(C(CO)O)O)=O', ['3927_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(C(O)=O)=C)O)O)=O	XZXDPLYLSDACIG	['C(C(C(C(C(O)=O)=C)O)O)=O', ['3959_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(CC)(C(C=O)O)O)(O)=O	JQTRSTJUKVVSLC	['C(C(CC)(C(C=O)O)O)(O)=O', ['3993_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C)C(CO)O)=O)(O)=O	PTLXCAHMDNRSKX	['C(C(C(C)C(CO)O)=O)(O)=O', ['3995_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C)(C(C)O)O)O)=O	HRUNJFGAZRXVKH	['C(C(C(C)(C(C)O)O)O)=O', ['3997_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C)O)(CC(CO)O)=O	AKMQRVQHWUUBAE	['C(C(C)O)(CC(CO)O)=O', ['3999_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(CO)(CC)O)O)=O	TXGLPKKWXGRUHC	['C(C(C(CO)(CC)O)O)=O', ['4001_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(CO)O)O)(CC)=O	KDDGOKLLKWTTGK	['C(C(C(CO)O)O)(CC)=O', ['4003_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(CO)(C(C)C(CO)O)=O	CNBVGHVNBUOTFB	['C(CO)(C(C)C(CO)O)=O', ['4005_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(CO)=CC)O)O)=O	XIAQSEOMZBVFBV	['C(C(C(C(CO)=CC)O)O)=O', ['4013_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(C(C)O)=C)O)O)=O	YBUJTEPCWWXVEQ	['C(C(C(C(C(C)O)=C)O)O)=O', ['4015_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(CC=CC(C(C=O)O)O)(O)=O	WQIWMCDERHDCEU	['C(CC=CC(C(C=O)O)O)(O)=O', ['4025_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(CC=CC(O)=O)O)O)=O	QQAAUUHFSNBVBZ	['C(C(C(CC=CC(O)=O)O)O)=O', ['4027_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C=CC(O)=O)C(CO)O)=O	DGXRQISDIJLUQC	['C(C(C=CC(O)=O)C(CO)O)=O', ['4029_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(C(O)=O)=CC)O)O)=O	YEEPAFFFSPRVSH	['C(C(C(C(C(O)=O)=CC)O)O)=O', ['4031_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C=CC(CO)=O)O)O)=O	LVTNTMJCZZKCFW	['C(C(C(C=CC(CO)=O)O)O)=O', ['4033_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C=CC=O)(CO)O)O)=O	NNEUCVFLSKRFDF	['C(C(C(C=CC=O)(CO)O)O)=O', ['4035_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C=CC(C(C(CO)O)O)=O)=O	QIUWSHIVKAPXPO	['C(C=CC(C(C(CO)O)O)=O)=O', ['4037_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C=C(C=O)CO)O)O)=O	VVVGCGVGMCRFSZ	['C(C(C(C=C(C=O)CO)O)O)=O', ['4039_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(CO)=CC=O)O)O)=O	RQPIHQPDPHYUSW	['C(C(C(C(CO)=CC=O)O)O)=O', ['4041_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(C(C=C)O)=O)O)O)=O	SLDVUTOCRMGOJL	['C(C(C(C(C(C=C)O)=O)O)O)=O', ['4043_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C=O)(C(C=C)O)O)O)=O	WDYWPWJQSOKWOY	['C(C(C(C=O)(C(C=C)O)O)O)=O', ['4045_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C=C)(C(C=O)O)O)(O)=O	VXJDRVYFUOVBOS	['C(C(C=C)(C(C=O)O)O)(O)=O', ['4049_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(C(O)=O)=C)(C)O)O)=O	IUHSTTADKGSFFU	['C(C(C(C(C(O)=O)=C)(C)O)O)=O', ['4051_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C=C(C(O)=O)C(CC(CO)O)=O	SNKYBGHLDKDICS	['C=C(C(O)=O)C(CC(CO)O)=O', ['4053_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(C(CC)O)O)O)=O	UEZOSHSWUKFHAQ	['C(C(C(C(CC)O)O)O)=O', ['4061_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(CCCO)O)O)=O	KUIOHCAQZYZUSR	['C(C(C(CCCO)O)O)=O', ['4063_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(CCO)C(CO)O)=O	UBFARMVNFGAAMO	['C(C(CCO)C(CO)O)=O', ['4065_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(CC(CO)C)O)O)=O	BALMIFNFSUPNCS	['C(C(C(CC(CO)C)O)O)=O', ['4101_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(C(CO)O)C(C)CO)=O	XHCGPRMVLZXHKI	['C(C(C(CO)O)C(C)CO)=O', ['4103_0', 'Aldol Condensation'], 'C(CO)=O']
G5	C(C(CO)=O)(CC(C(C)O)O)=O	UMPORJXQJSDWFE	['C(C(CO)=O)(CC(C(C)O)O)=O', ['4125_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C)=O)(C(C(C(C)O)O)O)=O	GLGUJJRYWJUNTJ	['C(C(C)=O)(C(C(C(C)O)O)O)=O', ['4127_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(C)=O)C(C(C)O)O)(O)=O	MCHCDBHUQSAHFO	['C(C(C(C)=O)C(C(C)O)O)(O)=O', ['4129_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CC(CC(C(C)O)O)=O)(O)=O	PPRMIHLKQDVCJK	['C(CC(CC(C(C)O)O)=O)(O)=O', ['4131_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C)(C(CO)C(C(C)O)O)=O	UDRXCVUCIMEBCO	['C(C)(C(CO)C(C(C)O)O)=O', ['4133_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CC(C(C)O)O)(CCO)=O	ACGBNJWEBPYKGY	['C(CC(C(C)O)O)(CCO)=O', ['4135_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CO)(CC(C(C)O)O)=O	JBFPUJIRZOCCCM	['C(CO)(CC(C(C)O)O)=O', ['4137_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C)(C(C(C(C)O)O)O)=O	DFQUTANVBPRYRI	['C(C)(C(C(C(C)O)O)O)=O', ['4139_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(C)C(C(C)O)O)=O)(O)=O	KNWXHRYGUHCECL	['C(C(C(C)C(C(C)O)O)=O)(O)=O', ['4151_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C)O)(CC(C(C)O)O)=O	GFAWNEDEOUPDLJ	['C(C(C)O)(CC(C(C)O)O)=O', ['4153_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(C(C)O)O)O)(CC)=O	RWCIWRGDDVHEOY	['C(C(C(C(C)O)O)O)(CC)=O', ['4155_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CO)(C(C)C(C(C)O)O)=O	PHUOPZSXGAOECD	['C(CO)(C(C)C(C(C)O)O)=O', ['4157_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(CCO)C(C(C)O)O)=O	DKEODAGKKHIXAG	['C(C(CCO)C(C(C)O)O)=O', ['4167_0', 'Aldol Condensation'], 'C(C(C)O)=O', ['1012_0', 'Retro Aldol'], 'C(C(C(C(C)O)O)=O)=O', ['123_0', 'Aldol Condensation'], 'C(C)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C)(C(CO)C(C(O)=O)O)=O	WADIROPWYDABPJ	['C(C)(C(CO)C(C(O)=O)O)=O', ['4188_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CC(C(O)=O)O)(CCO)=O	KUSWJOPOFIZCSN	['C(CC(C(O)=O)O)(CCO)=O', ['4190_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(CC(CO)=O)O)(O)=O	YVXXPGROVYTBAL	['C(C(CC(CO)=O)O)(O)=O', ['4192_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(C(C)=O)O)O)(O)=O	HDGNQJMIIPXNJZ	['C(C(C(C(C)=O)O)O)(O)=O', ['4194_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CC(C(O)=O)O)(C(C)O)=O	YYEQJYJUENXSIE	['C(CC(C(O)=O)O)(C(C)O)=O', ['4208_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(C(O)=O)O)O)(CC)=O	ZIAOYJMEHPXTAE	['C(C(C(C(O)=O)O)O)(CC)=O', ['4210_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(CO)(C(C)C(C(O)=O)O)=O	PKDHCAJSHPGUKZ	['C(CO)(C(C)C(C(O)=O)O)=O', ['4212_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(CCO)C(C(O)=O)O)=O	VQBCCHBXGQIMMN	['C(C(CCO)C(C(O)=O)O)=O', ['4222_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(C(CO)C)C(C(O)=O)O)=O	XFHIMLSOMISLQP	['C(C(C(CO)C)C(C(O)=O)O)=O', ['4228_0', 'Aldol Condensation'], 'C(C(O)=O)=O', ['1020_0', 'Retro Aldol'], 'C(C(C(C=O)=O)O)(O)=O', ['135_0', 'Aldol Condensation'], 'C(=O)=O', ['8_0', 'Alpha-Keto Acid Decarboxylation'], 'C(C(C)=O)(O)=O', ['23_0', 'Retro Aldol'], 'C(C(C)(CC(C(O)=O)=O)O)(O)=O', ['150_0', 'Benzilic Acid Rearrangement'], 'O']
G5	C(C(CO)=O)(CC(CO)(C)O)=O	XKXZEACAFQAIQV	['C(C(CO)=O)(CC(CO)(C)O)=O', ['4248_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['1042_0', 'Retro Aldol'], 'C(C(C(C(C(C)=O)=O)O)O)(O)=O', ['166_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C)(C(C(C(O)=O)O)O)O)(O)=O', ['40_0', 'Hydration of C(=O)C'], 'O']
G5	C(C(C)=O)(C(C(CO)(C)O)O)=O	NKFIZVNTLLBLKM	['C(C(C)=O)(C(C(CO)(C)O)O)=O', ['4250_0', 'Aldol Condensation'], 'C(C(CO)=O)(C)=O', ['1042_0', 'Retro Aldol'], 'C(C(C(C(C(C)=O)=O)O)O)(O)=O', ['166_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C)(C(C(C(O)=O)O)O)O)(O)=O', ['40_0', 'Hydration of C(=O)C'], 'O']
