Index	Reagents	Products	Rule	Energy Change
694_1	['C(=O)=O', 'C1(C(OC(C)C1)=O)=O']	['C(C1C(C(OC1C)=O)=O)(O)=O']	Knoevenagel C	54.68
696_0	['C(=O)=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(O)=O)C(C(O1)=O)=O)=O']	Aldol Condensation	NaN
696_1	['C(=O)=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(O)=O)C(C(O1)=O)=O)=O']	Knoevenagel C	NaN
698_0	['C(CC(C)O)=O', 'C(CCO)=O']	['C(C(C(C)O)C(CCO)O)=O']	Aldol Condensation	-3.62
698_1	['C(CC(C)O)=O', 'C(CCO)=O']	['C(C(C(C)O)C(CCO)O)=O']	Knoevenagel C	-3.62
700_0	['C(CC(C)O)=O', 'C(CCO)=O']	['C(C(CO)C(CC(C)O)O)=O']	Aldol Condensation	-3.62
700_1	['C(CC(C)O)=O', 'C(CCO)=O']	['C(C(CO)C(CC(C)O)O)=O']	Knoevenagel C	-3.62
702_0	['C(CC(C)O)=O', 'C(C=O)=O']	['C(C(C(C)O)C(C=O)O)=O']	Aldol Condensation	-3.62
702_1	['C(CC(C)O)=O', 'C(C=O)=O']	['C(C(C(C)O)C(C=O)O)=O']	Knoevenagel C	-3.62
704_0	['C(CC(C)O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C=O)O)O)C(C)O)=O']	Aldol Condensation	57.98
704_1	['C(CC(C)O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C=O)O)O)C(C)O)=O']	Knoevenagel C	57.98
706_0	['C(CC(C)O)=O', 'C(CO)(CO)=O']	['C(C(C(C)O)C(CO)(CO)O)=O']	Aldol Condensation	1.2
706_1	['C(CC(C)O)=O', 'C(CO)(CO)=O']	['C(C(C(C)O)C(CO)(CO)O)=O']	Knoevenagel C	1.2
708_0	['C(CC(C)O)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CC(C)O)O)O)=O']	Aldol Condensation	-10.17
708_1	['C(CC(C)O)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CC(C)O)O)O)=O']	Knoevenagel H	-10.17
710_0	['C(CC(C)O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C(C)O)C(C(O)=O)(CO)O)=O']	Aldol Condensation	-11.45
710_1	['C(CC(C)O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C(C)O)C(C(O)=O)(CO)O)=O']	Knoevenagel C	-11.45
712_0	['C(CC(C)O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C(C(CC(C)O)O)O)=O)(O)=O']	Aldol Condensation	-22.82
712_1	['C(CC(C)O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C(C(CC(C)O)O)O)=O)(O)=O']	Knoevenagel H	-22.82
714_0	['C(CC(C)O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C(C(C(O)=O)O)O)C(C)O)=O']	Aldol Condensation	-15.67
714_1	['C(CC(C)O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C(C(C(O)=O)O)O)C(C)O)=O']	Knoevenagel C	-15.67
716_0	['C(CC(C)O)=O', 'C(C)=CC=O']	['C(C(C(C)O)C(C=CC)O)=O']	Aldol Condensation	-3.62
716_1	['C(CC(C)O)=O', 'C(C)=CC=O']	['C(C(C(C)O)C(C=CC)O)=O']	Knoevenagel C	-3.62
718_0	['C(CC(C)O)=O', 'C(CC=C)=O']	['C(C(C(CC=C)O)C(C)O)=O']	Aldol Condensation	-3.62
718_1	['C(CC(C)O)=O', 'C(CC=C)=O']	['C(C(C(CC=C)O)C(C)O)=O']	Knoevenagel C	-3.62
720_0	['C(CC(C)O)=O', 'C(CC=C)=O']	['C(C(C=C)C(CC(C)O)O)=O']	Aldol Condensation	-3.62
722_0	['C(CC(O)=O)=O', 'C(CCO)=O']	['C(C(C=O)C(CCO)O)(O)=O']	Aldol Condensation	6.06
722_1	['C(CC(O)=O)=O', 'C(CCO)=O']	['C(C(C=O)C(CCO)O)(O)=O']	Knoevenagel C	6.06
724_0	['C(CC(O)=O)=O', 'C(CCO)=O']	['C(C(CO)C(CC(O)=O)O)=O']	Aldol Condensation	6.06
724_1	['C(CC(O)=O)=O', 'C(CCO)=O']	['C(C(CO)C(CC(O)=O)O)=O']	Knoevenagel C	6.06
726_0	['C(CC(O)=O)=O', 'C(C=O)=O']	['C(C(C=O)C(C=O)O)(O)=O']	Aldol Condensation	6.06
726_1	['C(CC(O)=O)=O', 'C(C=O)=O']	['C(C(C=O)C(C=O)O)(O)=O']	Knoevenagel C	6.06
728_0	['C(CC(O)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)C(C(C=O)O)O)(O)=O']	Aldol Condensation	67.66
728_1	['C(CC(O)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)C(C(C=O)O)O)(O)=O']	Knoevenagel C	67.66
730_0	['C(CC(O)=O)=O', 'C(CO)(CO)=O']	['C(C(C=O)C(CO)(CO)O)(O)=O']	Aldol Condensation	10.88
730_1	['C(CC(O)=O)=O', 'C(CO)(CO)=O']	['C(C(C=O)C(CO)(CO)O)(O)=O']	Knoevenagel C	10.88
732_0	['C(CC(O)=O)=O', 'C(CO)(CO)=O']	['C(CC(C(C(CO)=O)O)O)(O)=O']	Aldol Condensation	-0.49
732_1	['C(CC(O)=O)=O', 'C(CO)(CO)=O']	['C(CC(C(C(CO)=O)O)O)(O)=O']	Knoevenagel H	-0.49
734_0	['C(CC(O)=O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C=O)C(C(O)=O)(CO)O)(O)=O']	Aldol Condensation	-1.77
734_1	['C(CC(O)=O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C=O)C(C(O)=O)(CO)O)(O)=O']	Knoevenagel C	-1.77
736_0	['C(CC(O)=O)=O', 'C(C(CO)=O)(O)=O']	['C(CC(C(C(C(O)=O)=O)O)O)(O)=O']	Aldol Condensation	-13.14
736_1	['C(CC(O)=O)=O', 'C(C(CO)=O)(O)=O']	['C(CC(C(C(C(O)=O)=O)O)O)(O)=O']	Knoevenagel H	-13.14
738_0	['C(CC(O)=O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C=O)C(C(C(O)=O)O)O)(O)=O']	Aldol Condensation	-5.98
738_1	['C(CC(O)=O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C=O)C(C(C(O)=O)O)O)(O)=O']	Knoevenagel C	-5.98
740_0	['C(CC(O)=O)=O', 'C(C)=CC=O']	['C(C(C=O)C(C=CC)O)(O)=O']	Aldol Condensation	6.06
740_1	['C(CC(O)=O)=O', 'C(C)=CC=O']	['C(C(C=O)C(C=CC)O)(O)=O']	Knoevenagel C	6.06
742_0	['C(CC(O)=O)=O', 'C(CC=C)=O']	['C(C(C=O)C(CC=C)O)(O)=O']	Aldol Condensation	6.06
742_1	['C(CC(O)=O)=O', 'C(CC=C)=O']	['C(C(C=O)C(CC=C)O)(O)=O']	Knoevenagel C	6.06
744_0	['C(CC(O)=O)=O', 'C(CC=C)=O']	['C(C(C=C)C(CC(O)=O)O)=O']	Aldol Condensation	6.06
746_0	['C(C(CC(C)O)=O)(O)=O', 'C(C=O)=O']	['C(C(C(C(C(O)=O)=O)C(C)O)O)=O']	Aldol Condensation	-3.62
746_1	['C(C(CC(C)O)=O)(O)=O', 'C(C=O)=O']	['C(C(C(C(C(O)=O)=O)C(C)O)O)=O']	Knoevenagel C	-3.62
748_0	['C(C(C)(CC=O)O)(O)=O', 'C(C=O)=O']	['C(C(C)(C(C=O)C(C=O)O)O)(O)=O']	Aldol Condensation	-3.62
748_1	['C(C(C)(CC=O)O)(O)=O', 'C(C=O)=O']	['C(C(C)(C(C=O)C(C=O)O)O)(O)=O']	Knoevenagel C	-3.62
750_0	['C(CC(C(O)=O)=O)(O)=O', 'C(C=O)=O']	['C(C(C(C(O)=O)=O)C(C=O)O)(O)=O']	Aldol Condensation	-10.78
750_1	['C(CC(C(O)=O)=O)(O)=O', 'C(C=O)=O']	['C(C(C(C(O)=O)=O)C(C=O)O)(O)=O']	Knoevenagel C	-10.78
752_0	['C(C(CO)=O)=O', 'C(CCO)=O']	['C(C(C(C(CCO)O)O)=O)=O']	Aldol Condensation	-10.35
752_1	['C(C(CO)=O)=O', 'C(CCO)=O']	['C(C(C(C(CCO)O)O)=O)=O']	Knoevenagel H	-10.35
754_0	['C(C(CO)=O)=O', 'C(CCO)=O']	['C(C(CO)C(C(CO)=O)O)=O']	Aldol Condensation	-3.62
754_1	['C(C(CO)=O)=O', 'C(CCO)=O']	['C(C(CO)C(C(CO)=O)O)=O']	Knoevenagel C	-3.62
756_0	['C(C(CO)=O)=O', 'C(CCO)=O']	['C(C(CO)C(C=O)(CO)O)=O']	Aldol Condensation	1.02
756_1	['C(C(CO)=O)=O', 'C(CCO)=O']	['C(C(CO)C(C=O)(CO)O)=O']	Knoevenagel C	1.02
758_0	['C(C(CO)=O)=O', 'C(C=O)=O']	['C(C(C(C(C=O)=O)O)O)=O']	Aldol Condensation	-10.35
758_1	['C(C(CO)=O)=O', 'C(C=O)=O']	['C(C(C(C(C=O)=O)O)O)=O']	Knoevenagel H	-10.35
760_0	['C(C(CO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C(C=O)=O)O)O)O)=O']	Aldol Condensation	51.25
760_1	['C(C(CO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C(C=O)=O)O)O)O)=O']	Knoevenagel H	51.25
762_0	['C(C(CO)=O)=O', 'C(CO)(CO)=O']	['C(C(C(C(CO)(CO)O)O)=O)=O']	Aldol Condensation	-5.53
762_1	['C(C(CO)=O)=O', 'C(CO)(CO)=O']	['C(C(C(C(CO)(CO)O)O)=O)=O']	Knoevenagel H	-5.53
764_0	['C(C(CO)=O)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C(CO)=O)O)O)=O']	Aldol Condensation	-10.17
764_1	['C(C(CO)=O)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C(CO)=O)O)O)=O']	Knoevenagel H	-10.17
766_0	['C(C(CO)=O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(C(CO)=O)O)O)=O']	Aldol Condensation	-5.53
766_1	['C(C(CO)=O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(C(CO)=O)O)O)=O']	Knoevenagel H	-5.53
768_0	['C(C(CO)=O)=O', 'C(C(CO)=O)(O)=O']	['C(C(CO)(C(C(C=O)=O)O)O)(O)=O']	Aldol Condensation	-18.18
768_1	['C(C(CO)=O)=O', 'C(C(CO)=O)(O)=O']	['C(C(CO)(C(C(C=O)=O)O)O)(O)=O']	Knoevenagel H	-18.18
770_0	['C(C(CO)=O)=O', 'C(C(CO)=O)(O)=O']	['C(CO)(C(C(C(C(O)=O)=O)O)O)=O']	Aldol Condensation	-22.82
770_1	['C(C(CO)=O)=O', 'C(C(CO)=O)(O)=O']	['C(CO)(C(C(C(C(O)=O)=O)O)O)=O']	Knoevenagel H	-22.82
772_0	['C(C(CO)=O)=O', 'C(C(CO)=O)(O)=O']	['C(C(CO)(C(C(C(O)=O)=O)O)O)=O']	Aldol Condensation	-18.18
772_1	['C(C(CO)=O)=O', 'C(C(CO)=O)(O)=O']	['C(C(CO)(C(C(C(O)=O)=O)O)O)=O']	Knoevenagel H	-18.18
774_0	['C(C(CO)=O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C(C(C(C=O)=O)O)O)O)(O)=O']	Aldol Condensation	-22.39
774_1	['C(C(CO)=O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C(C(C(C=O)=O)O)O)O)(O)=O']	Knoevenagel H	-22.39
776_0	['C(C(CO)=O)=O', 'C(C)=CC=O']	['C(C(C(C(C=O)=O)O)O)=CC']	Aldol Condensation	-10.35
776_1	['C(C(CO)=O)=O', 'C(C)=CC=O']	['C(C(C(C(C=O)=O)O)O)=CC']	Knoevenagel H	-10.35
778_0	['C(C(CO)=O)=O', 'C(CC=C)=O']	['C(CC(C(C(C=O)=O)O)O)=C']	Aldol Condensation	-10.35
778_1	['C(C(CO)=O)=O', 'C(CC=C)=O']	['C(CC(C(C(C=O)=O)O)O)=C']	Knoevenagel H	-10.35
780_0	['C(C(CO)=O)=O', 'C(CC=C)=O']	['C(C(C=C)C(C(CO)=O)O)=O']	Aldol Condensation	-3.62
782_0	['C(C(CO)=O)=O', 'C(CC=C)=O']	['C(C(C=C)C(C=O)(CO)O)=O']	Aldol Condensation	1.02
783_0	['C=O', 'C(C1(CC(C(C1)=O)=O)O)(O)=O']	['C(C1(CC(C(C1CO)=O)=O)O)(O)=O']	Aldol Condensation	-29.45
783_1	['C=O', 'C(C1(CC(C(C1)=O)=O)O)(O)=O']	['C(C1(CC(C(C1CO)=O)=O)O)(O)=O']	Knoevenagel C	-29.45
784_0	['C=O', 'C(CC(CC(C)O)O)=O']	['C(C(CO)C(CC(C)O)O)=O']	Aldol Condensation	-22.87
784_1	['C=O', 'C(CC(CC(C)O)O)=O']	['C(C(CO)C(CC(C)O)O)=O']	Knoevenagel C	-22.87
785_0	['C=O', 'C(CC(CC=O)O)(O)=O']	['C(C(CO)C(CC(O)=O)O)=O']	Aldol Condensation	-22.87
785_1	['C=O', 'C(CC(CC=O)O)(O)=O']	['C(C(CO)C(CC(O)=O)O)=O']	Knoevenagel C	-22.87
786_0	['C=O', 'C(CC(C(CO)=O)O)=O']	['C(C(CO)C(C(CO)=O)O)=O']	Aldol Condensation	-22.87
786_1	['C=O', 'C(CC(C(CO)=O)O)=O']	['C(C(CO)C(C(CO)=O)O)=O']	Knoevenagel C	-22.87
787_0	['C=O', 'C(CC(C(CO)=O)O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Aldol Condensation	-29.6
787_1	['C=O', 'C(CC(C(CO)=O)O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Knoevenagel H	-29.6
788_0	['C=O', 'C(C(CO)(CC=O)O)=O']	['C(C(CO)C(C=O)(CO)O)=O']	Aldol Condensation	-22.87
788_1	['C=O', 'C(C(CO)(CC=O)O)=O']	['C(C(CO)C(C=O)(CO)O)=O']	Knoevenagel C	-22.87
790_0	['C=O', 'C(CCO)=O']	['C(C(CO)CO)=O']	Aldol Condensation	-22.87
790_1	['C=O', 'C(CCO)=O']	['C(C(CO)CO)=O']	Knoevenagel C	-22.87
792_0	['C=O', 'C(C(CCO)=O)(O)=O']	['C(C(C(CO)CO)=O)(O)=O']	Aldol Condensation	-22.87
792_1	['C=O', 'C(C(CCO)=O)(O)=O']	['C(C(C(CO)CO)=O)(O)=O']	Knoevenagel C	-22.87
794_0	['C=O', 'C(CC(C(C)=O)=O)=O']	['C(C(C(C(C)=O)=O)CO)=O']	Aldol Condensation	-26.12
794_1	['C=O', 'C(CC(C(C)=O)=O)=O']	['C(C(C(C(C)=O)=O)CO)=O']	Knoevenagel C	-26.12
796_0	['C=O', 'C(CC(C(C)=O)=O)=O']	['C(CC(C(CCO)=O)=O)=O']	Aldol Condensation	-25.21
798_0	['C=O', 'C(C(CO)=O)(C(C)O)=O']	['C(C(C(C)O)=O)(C(CO)O)=O']	Aldol Condensation	-29.6
798_1	['C=O', 'C(C(CO)=O)(C(C)O)=O']	['C(C(C(C)O)=O)(C(CO)O)=O']	Knoevenagel H	-29.6
800_0	['C=O', 'C(C(C(CO)=O)=O)(O)=O']	['C(C(C(C(CO)O)=O)=O)(O)=O']	Aldol Condensation	-29.6
800_1	['C=O', 'C(C(C(CO)=O)=O)(O)=O']	['C(C(C(C(CO)O)=O)=O)(O)=O']	Knoevenagel H	-29.6
802_0	['C=O', 'C(C(C)=O)(OC(C(C)=O)=O)=O']	['C(C(OC(C(C)=O)=O)=O)(CCO)=O']	Aldol Condensation	NaN
804_0	['C=O', 'C(CO)(CO)=O']	['C(CO)(C(CO)O)=O']	Aldol Condensation	-29.42
804_1	['C=O', 'C(CO)(CO)=O']	['C(CO)(C(CO)O)=O']	Knoevenagel H	-29.42
806_0	['C=O', 'C(C(CO)=O)(O)=O']	['C(C(C(CO)O)=O)(O)=O']	Aldol Condensation	-42.07
806_1	['C=O', 'C(C(CO)=O)(O)=O']	['C(C(C(CO)O)=O)(O)=O']	Knoevenagel H	-42.07
808_0	['C=O', 'C(C(C(C(CO)=O)O)O)(O)=O']	['C(C(C(C(O)=O)O)O)(C(CO)O)=O']	Aldol Condensation	-29.6
808_1	['C=O', 'C(C(C(C(CO)=O)O)O)(O)=O']	['C(C(C(C(O)=O)O)O)(C(CO)O)=O']	Knoevenagel H	-29.6
810_0	['C=O', 'C(C(C(C)=O)CO)(O)=O']	['C(C(C(CCO)=O)CO)(O)=O']	Aldol Condensation	-25.21
812_0	['C=O', 'C(CC=C)=O']	['C(C(C=C)CO)=O']	Aldol Condensation	-22.87
814_0	['C=O', 'C=CCC(C(O)=O)=O']	['C=CC(C(C(O)=O)=O)CO']	Aldol Condensation	-26.12
816_0	['C=O', 'C(CC(C(O)=O)=C)=O']	['C(C(C(C(O)=O)=C)CO)=O']	Aldol Condensation	-22.87
818_0	['C=O', 'C=C1C(OC(C(C1)=O)=O)=O']	['C=C1C(OC(C(C1CO)=O)=O)=O']	Aldol Condensation	-29.45
820_0	['C=O', 'C(C)(C1(CC(C(O1)=O)=O)O)=O']	['C(C1(C(C(C(O1)=O)=O)CO)O)(C)=O']	Aldol Condensation	-29.45
820_1	['C=O', 'C(C)(C1(CC(C(O1)=O)=O)O)=O']	['C(C1(C(C(C(O1)=O)=O)CO)O)(C)=O']	Knoevenagel C	-29.45
822_0	['C=O', 'C(C)(C1(CC(C(O1)=O)=O)O)=O']	['C(C1(CC(C(O1)=O)=O)O)(CCO)=O']	Aldol Condensation	-25.21
824_0	['C=O', 'C1(C(C)(O)OC(C(C1)=O)=O)=O']	['C1(C(C)(O)OC(C(C1CO)=O)=O)=O']	Aldol Condensation	-29.45
824_1	['C=O', 'C1(C(C)(O)OC(C(C1)=O)=O)=O']	['C1(C(C)(O)OC(C(C1CO)=O)=O)=O']	Knoevenagel C	-29.45
826_0	['C=O', 'C1(C(OC(C)C1)=O)=O']	['C1(C(C(CO)C(C)O1)=O)=O']	Aldol Condensation	-29.45
826_1	['C=O', 'C1(C(OC(C)C1)=O)=O']	['C1(C(C(CO)C(C)O1)=O)=O']	Knoevenagel C	-29.45
828_0	['C=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(C(O1)=O)=O)CO)=O']	Aldol Condensation	NaN
828_1	['C=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(C(O1)=O)=O)CO)=O']	Knoevenagel C	NaN
830_0	['C(C(C)=O)(O)=O', 'C(CCO)=O']	['C(C(CC(CCO)O)=O)(O)=O']	Aldol Condensation	-11.74
831_0	['C(C(C)=O)(O)=O', 'C(CCO)=O']	['C(C(CO)C(C(O)=O)(C)O)=O']	Aldol Condensation	-4.76
831_1	['C(C(C)=O)(O)=O', 'C(CCO)=O']	['C(C(CO)C(C(O)=O)(C)O)=O']	Knoevenagel C	-4.76
833_0	['C(C(C)=O)(O)=O', 'C(C=O)=O']	['C(C(CC(C(O)=O)=O)O)=O']	Aldol Condensation	-11.74
835_0	['C(C(C)=O)(O)=O', 'C(C(C=O)O)=O']	['C(C(C(CC(C(O)=O)=O)O)O)=O']	Aldol Condensation	49.86
837_0	['C(C(C)=O)(O)=O', 'C(CO)(CO)=O']	['C(C(CC(CO)(CO)O)=O)(O)=O']	Aldol Condensation	-6.92
839_0	['C(C(C)=O)(O)=O', 'C(CO)(CO)=O']	['C(C(C)(C(C(CO)=O)O)O)(O)=O']	Aldol Condensation	-11.31
839_1	['C(C(C)=O)(O)=O', 'C(CO)(CO)=O']	['C(C(C)(C(C(CO)=O)O)O)(O)=O']	Knoevenagel H	-11.31
841_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)(O)=O']	['C(C(CO)(CC(C(O)=O)=O)O)(O)=O']	Aldol Condensation	-19.57
843_0	['C(C(C)=O)(O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C)(C(C(C(O)=O)=O)O)O)(O)=O']	Aldol Condensation	-23.96
843_1	['C(C(C)=O)(O)=O', 'C(C(CO)=O)(O)=O']	['C(C(C)(C(C(C(O)=O)=O)O)O)(O)=O']	Knoevenagel H	-23.96
845_0	['C(C(C)=O)(O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C(CC(C(O)=O)=O)O)O)(O)=O']	Aldol Condensation	-23.79
847_0	['C(C(C)=O)(O)=O', 'C(C)=CC=O']	['C(C(CC(C(O)=O)=O)O)=CC']	Aldol Condensation	-11.74
849_0	['C(C(C)=O)(O)=O', 'C(CC=C)=O']	['C=CCC(CC(C(O)=O)=O)O']	Aldol Condensation	-11.74
851_0	['C(C(C)=O)(O)=O', 'C(CC=C)=O']	['C(C(C=C)C(C(O)=O)(C)O)=O']	Aldol Condensation	-4.76
853_0	['O', 'C(C(C(C(CC(C)O)O)O)=O)=O']	['C(C(C(C(CC(C)O)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
853_1	['O', 'C(C(C(C(CC(C)O)O)O)=O)=O']	['C(C(C(C(CC(C)O)O)O)O)(O)=O']	Cannizarro 1	-15.27
855_0	['O', 'C(CC(C(C(C=O)=O)O)O)(O)=O']	['C(CC(C(C(C(O)=O)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
855_1	['O', 'C(CC(C(C(C=O)=O)O)O)(O)=O']	['C(CC(C(C(C(O)=O)O)O)O)(O)=O']	Cannizarro 1	-15.27
856_0	['O', 'C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C(C(C(C(CO)=O)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
856_1	['O', 'C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C(C(C(C(CO)=O)O)O)O)(O)=O']	Cannizarro 1	-15.27
858_0	['O', 'C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(CO)(C(C(C(O)=O)O)O)O)=O']	Benzilic Acid Rearrangement	-15.27
858_1	['O', 'C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(CO)(C(C(C(O)=O)O)O)O)=O']	Cannizarro 1	-15.27
860_0	['O', 'C(C(C(CO)O)=O)=O']	['C(C(C(CO)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
860_1	['O', 'C(C(C(CO)O)=O)=O']	['C(C(C(CO)O)O)(O)=O']	Cannizarro 1	-15.27
861_0	['O', 'C(C(C(C(C)O)O)=O)=O']	['C(C(C(C(C)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
861_1	['O', 'C(C(C(C(C)O)O)=O)=O']	['C(C(C(C(C)O)O)O)(O)=O']	Cannizarro 1	-15.27
862_0	['O', 'C(C(C(C=O)=O)O)(O)=O']	['C(C(C(C(O)=O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
862_1	['O', 'C(C(C(C=O)=O)O)(O)=O']	['C(C(C(C(O)=O)O)O)(O)=O']	Cannizarro 1	-15.27
863_0	['O', 'C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
863_1	['O', 'C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	Cannizarro 1	-15.27
864_0	['O', 'C(CC(C(C)=O)=O)=O']	['C(C(C)(CC=O)O)(O)=O']	Benzilic Acid Rearrangement	-2.44
865_0	['O', 'C(C(CO)=O)(C(C)O)=O']	['C(C(CO)(C(C)O)O)(O)=O']	Benzilic Acid Rearrangement	-10.62
866_0	['O', 'C(C(C(CO)=O)=O)(O)=O']	['C(C(C(O)=O)(CO)O)(O)=O']	Benzilic Acid Rearrangement	-10.62
867_0	['O', 'C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	Benzilic Acid Rearrangement	-10.62
868_0	['O', 'C(C(C(C(CO)=O)=O)(C)O)(O)=O']	['C(C(CO)(C(C(O)=O)(C)O)O)(O)=O']	Benzilic Acid Rearrangement	-10.62
869_0	['O', 'C(C=O)=O']	['C(CO)(O)=O']	Benzilic Acid Rearrangement	-36.99
869_1	['O', 'C(C=O)=O']	['C(CO)(O)=O']	Cannizarro 1	-36.99
870_0	['O', 'C(C(C(C(C(C)=O)=O)O)O)(O)=O']	['C(C(C)(C(C(C(O)=O)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-10.62
872_0	['C(C1(CC(C(C1)=O)=O)O)(O)=O']	['O', 'C1(C(CC(C(C1)=O)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)	122.65
873_0	['C(C(CO)C(C(O)=O)(C)O)=O']	['O', 'C(C(C(C(C)=O)=O)CO)=O']	Benzilic Acid Rearrangement (inverse)	-0.81
874_0	['C(C(CC(C)O)(CC=O)O)(O)=O']	['O', 'C(CC(C(CC(C)O)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)	2.44
875_0	['C(C(C)(CC(CC=O)O)O)(O)=O']	['O', 'C(CC(CC(C(C)=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
876_0	['C(C(C(C)O)C(C(O)=O)(C)O)=O']	['O', 'C(C(C(C(C)=O)=O)C(C)O)=O']	Benzilic Acid Rearrangement (inverse)	-0.81
877_0	['C(CC(C(O)=O)(CC=O)O)(O)=O']	['O', 'C(CC(C(CC(O)=O)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)	2.44
878_0	['C(C(C=O)C(C(O)=O)(C)O)(O)=O']	['O', 'C(C(C(O)=O)C(C(C)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)	-0.81
880_0	['C(C(C(C=O)=O)O)(O)=O']	['O', 'C(C(C(C=O)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)	15.27
882_0	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)=O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)	-46.33
884_0	['C(C(C(C(C)=O)=O)(CO)O)(O)=O']	['O', 'C(C(C(C(CO)=O)=O)=O)(C)=O']	Benzilic Acid Rearrangement (inverse)	10.62
885_0	['C(C(C(C(CO)=O)=O)(C)O)(O)=O']	['O', 'C(C(C(C(CO)=O)=O)=O)(C)=O']	Benzilic Acid Rearrangement (inverse)	10.62
886_0	['C(C(C(C(C(C)=O)=O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)=O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)	-41.68
888_0	['C(C(C)(CCO)O)(O)=O']	['O', 'C(C(C)=O)(CCO)=O']	Benzilic Acid Rearrangement (inverse)	10.62
890_0	['C(C(C)(CC(O)=O)O)(O)=O']	['O', 'C(CC(C(C)=O)=O)(O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
892_0	['C(C(CO)(C(CC(C)O)O)O)(O)=O']	['O', 'C(C(CO)=O)(C(CC(C)O)O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
894_0	['C(C(CO)(C(CC(O)=O)O)O)(O)=O']	['O', 'C(CC(C(C(CO)=O)=O)O)(O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
896_0	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	['O', 'C(CO)(C(C(C(CO)=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)	-46.33
898_0	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['O', 'C(C(C(C(CO)=O)=O)(CO)O)=O']	Benzilic Acid Rearrangement (inverse)	10.62
900_0	['C(C(CO)(CO)O)(O)=O']	['O', 'C(C(CO)=O)(CO)=O']	Benzilic Acid Rearrangement (inverse)	10.62
